T,M3 F1,M3 P1,M3 V1,M3 A1,M3 F2,M3 P2,M3 V2,M3 A2,M3 F3,M3 P3,M3 V3,M3 A3,M3 F4,M3 P4,M3 V4,M3 A4,M3 F5,M3 P5,M3 V5,M3 A5
69.56,5.42351,0.62426,-0.06041,0.43007,5.03417,0.63578,-0.01277,-0.03877,5.06149,0.63743,0.24029,-1.29723,5.15029,0.63469,-0.04497,-0.43140,5.36887,0.62783,0.04954,0.02514
69.60,5.49182,0.62261,-0.03182,0.57246,5.08198,0.63414,-0.00858,0.14345,5.04100,0.66871,0.02896,-3.63789,5.21859,0.63249,-0.05831,-0.25500,5.28007,0.63002,0.04935,-0.08562
69.64,5.51914,0.62206,-0.00838,0.55393,5.15712,0.63249,0.04192,-0.54930,5.04783,0.64210,-0.23191,-2.01049,5.30739,0.63002,-0.06784,-0.00106,5.18444,0.63194,0.04383,-0.22218
69.68,5.52597,0.62206,0.01220,0.50259,5.24592,0.64429,-0.04783,-1.25939,5.08198,0.63414,-0.15797,0.39924,5.38936,0.62646,-0.06079,0.29801,5.12297,0.63359,0.03430,-0.39990
69.72,5.49865,0.62289,0.03354,0.39937,5.32105,0.62865,-0.13510,-0.32236,5.13663,0.63139,-0.09871,0.81264,5.45084,0.62453,-0.03811,0.45455,5.06149,0.63551,0.00743,-0.45945
69.76,5.44400,0.62508,0.04669,0.24269,5.40302,0.62646,-0.07394,0.70691,5.21859,0.62920,-0.07756,0.64207,5.51231,0.62371,-0.01963,0.48195,5.03417,0.63386,-0.01258,-0.28914
69.80,5.38253,0.62700,0.05050,0.13167,5.47133,0.62453,-0.03697,0.89124,5.30056,0.62481,-0.06403,0.60634,5.52597,0.62289,0.00057,0.47493,5.02051,0.63359,-0.01296,-0.15456
69.84,5.30056,0.62892,0.05621,0.04010,5.51231,0.62399,-0.00114,0.89945,5.38253,0.62289,-0.02820,0.59165,5.51231,0.62371,0.02058,0.40467,5.06832,0.63332,-0.02001,-0.13048
69.88,5.21176,0.63167,0.05640,-0.09713,5.53963,0.62399,0.03659,0.75825,5.45084,0.62344,-0.00877,0.42941,5.47133,0.62481,0.03392,0.30582,5.12297,0.63194,-0.02611,-0.08350
69.92,5.12980,0.63386,0.04745,-0.21239,5.51914,0.62728,0.06536,0.44741,5.49865,0.62261,0.00114,0.34671,5.40985,0.62646,0.04516,0.19770,5.20493,0.63057,-0.02077,-0.15589
69.96,5.06832,0.63551,0.03582,-0.26479,5.46450,0.62947,0.08022,-0.05187,5.51231,0.62289,0.01982,0.24944,5.34838,0.62865,0.05012,0.07569,5.29373,0.63139,-0.03754,-0.22139
70.00,5.04100,0.63633,0.02973,-0.38402,5.39619,0.63469,0.06784,-0.63148,5.51231,0.62481,0.02515,0.11235,5.24592,0.63057,0.05088,-0.04380,5.36887,0.62755,-0.05221,0.01641
70.04,5.02734,0.63853,0.00934,-0.57378,5.31422,0.63716,0.00762,-0.68282,5.46450,0.62563,0.01791,0.21345,5.18444,0.63277,0.04859,-0.20273,5.45084,0.62591,-0.03792,0.30370
70.08,5.06149,0.63771,-0.02439,-0.58000,5.23226,0.63332,-0.01124,-0.17626,5.40302,0.62508,0.03487,0.44317,5.10247,0.63496,0.03411,-0.34366,5.51231,0.62453,-0.02039,0.43021
70.12,5.11613,0.63578,-0.04268,-0.44225,5.13663,0.63441,0.01048,0.01098,5.32788,0.62755,0.06898,0.31918,5.06832,0.63551,0.01772,-0.40281,5.53963,0.62426,-0.00019,0.44807
70.16,5.19127,0.63414,-0.05621,-0.33532,5.07515,0.63578,0.00305,-0.10057,5.23909,0.63194,0.07355,-0.11407,5.04100,0.63633,0.00133,-0.43206,5.53280,0.62453,0.01810,0.37820
70.20,5.28007,0.63167,-0.07336,-0.12876,5.03417,0.63469,-0.00495,-0.10706,5.15712,0.63441,0.05317,-0.42597,5.05466,0.63578,-0.01829,-0.41327,5.49865,0.62591,0.03144,0.26942
70.24,5.36204,0.62755,-0.07260,0.20114,5.03417,0.63496,-0.00724,-0.07755,5.09564,0.63606,0.03087,-0.52535,5.08881,0.63469,-0.03354,-0.34247,5.43717,0.62728,0.03849,0.17957
70.28,5.42351,0.62508,-0.05278,0.43298,5.04100,0.63414,-0.01029,-0.01747,5.06832,0.63688,0.00800,-0.50669,5.15712,0.63304,-0.04650,-0.23753,5.36887,0.62892,0.04535,0.09991
70.32,5.49865,0.62344,-0.03201,0.52575,5.09564,0.63441,-0.01048,0.02607,5.05466,0.63661,-0.01143,-0.42557,5.23226,0.63085,-0.05450,-0.08072,5.27324,0.63112,0.04745,-0.01681
70.36,5.52597,0.62261,-0.01086,0.58490,5.17761,0.63304,-0.01258,0.06233,5.06832,0.63578,-0.02611,-0.33850,5.32105,0.62838,-0.05412,0.10189,5.19127,0.63277,0.04516,-0.17679
70.40,5.51914,0.62234,0.01448,0.61031,5.25958,0.63085,0.02992,-0.58662,5.11613,0.63441,-0.03754,-0.26942,5.39619,0.62618,-0.04459,0.24666,5.12297,0.63469,0.04021,-0.46514
70.44,5.50548,0.62344,0.04516,0.46024,5.35521,0.64182,-0.05831,-1.15895,5.17078,0.63277,-0.04745,-0.20088,5.45767,0.62481,-0.03278,0.34710,5.06149,0.63743,0.00381,-0.63386
70.48,5.44400,0.62673,0.05736,0.16859,5.42351,0.62591,-0.13701,-0.13074,5.26641,0.63057,-0.05526,-0.08694,5.49865,0.62344,-0.01715,0.43550,5.04100,0.63469,-0.02630,-0.44251
70.52,5.36204,0.62865,0.05374,-0.02700,5.49865,0.62371,-0.06384,0.84784,5.32788,0.62810,-0.05640,0.09144,5.51914,0.62316,0.00457,0.45376,5.04100,0.63414,-0.03106,-0.22840
70.56,5.27324,0.63085,0.05107,-0.13326,5.53280,0.62289,-0.02325,0.86385,5.40985,0.62591,-0.05031,0.32739,5.49865,0.62399,0.02230,0.39143,5.07515,0.63249,-0.03811,-0.13590
70.60,5.19127,0.63277,0.04497,-0.26148,5.53963,0.62261,0.00838,0.67343,5.48499,0.62371,-0.03239,0.56465,5.47133,0.62508,0.03621,0.31283,5.13663,0.63112,-0.04326,-0.04076
70.64,5.12980,0.63469,0.03278,-0.42293,5.51914,0.62371,0.02687,0.48406,5.51231,0.62234,0.00438,0.55036,5.40985,0.62700,0.04688,0.23343,5.21176,0.62865,-0.04116,0.03771
70.68,5.06832,0.63606,0.00591,-0.45866,5.45767,0.62481,0.04402,0.37701,5.53280,0.62453,0.02896,0.16422,5.32105,0.62892,0.05412,0.15390,5.29373,0.62783,-0.03754,0.06378
70.72,5.04100,0.63469,-0.01105,-0.33003,5.38936,0.62728,0.05812,0.23594,5.49865,0.62673,0.00953,-0.04883,5.24592,0.63112,0.06346,-0.02805,5.37570,0.62591,-0.03811,0.12386
70.76,5.04100,0.63469,-0.01734,-0.25302,5.29373,0.62947,0.06841,-0.02369,5.44400,0.62453,0.00438,0.18407,5.16395,0.63469,0.05602,-0.30687,5.45084,0.62426,-0.02820,0.19558
70.80,5.06832,0.63359,-0.02801,-0.23991,5.21176,0.63359,0.05831,-0.31878,5.38253,0.62563,0.02954,0.32752,5.09564,0.63606,0.03525,-0.50166,5.49865,0.62371,-0.01887,0.20802
70.84,5.13663,0.63249,-0.03868,-0.18817,5.12980,0.63469,0.03430,-0.41578,5.29373,0.62755,0.04307,0.19691,5.04783,0.63743,0.01353,-0.60845,5.51231,0.62316,-0.01582,0.31508
70.88,5.20493,0.63030,-0.04516,-0.08641,5.06149,0.63578,0.02020,-0.38376,5.22542,0.62947,0.04707,-0.00913,5.04783,0.63771,-0.01944,-0.54758,5.50548,0.62179,0.00210,0.50193
70.92,5.29373,0.62865,-0.04516,0.01998,5.03417,0.63633,0.00572,-0.37132,5.13663,0.63167,0.03983,-0.16687,5.07515,0.63524,-0.03716,-0.32249,5.47133,0.62289,0.02992,0.56280
70.96,5.38253,0.62673,-0.04421,0.14517,5.03417,0.63633,-0.00953,-0.35213,5.07515,0.63277,0.02896,-0.19942,5.10930,0.63414,-0.04097,-0.17719,5.40302,0.62453,0.05259,0.46726
71.00,5.44400,0.62481,-0.03487,0.29483,5.05466,0.63551,-0.02344,-0.31018,5.04100,0.63386,0.02210,-0.20405,5.17761,0.63222,-0.04764,-0.10798,5.32105,0.62728,0.06860,0.27908
71.04,5.49865,0.62371,-0.01925,0.40586,5.10930,0.63441,-0.03563,-0.23118,5.04100,0.63441,0.01505,-0.28980,5.25958,0.63030,-0.05183,-0.00212,5.25275,0.62975,0.08384,-0.11050
71.08,5.51231,0.62316,0.00000,0.44820,5.17761,0.63249,-0.04288,-0.12518,5.06832,0.63469,0.01143,-0.61547,5.34838,0.62783,-0.05012,0.15139,5.17078,0.63551,0.06365,-0.55116
71.12,5.51914,0.62371,0.01925,0.41049,5.27324,0.63085,-0.04573,-0.01734,5.11613,0.63743,-0.03640,-0.83275,5.42351,0.62591,-0.03830,0.27657,5.08881,0.63578,0.02153,-0.57577
71.16,5.48499,0.62481,0.03506,0.30833,5.36204,0.62865,-0.04364,0.07622,5.17761,0.63194,-0.08537,-0.35941,5.47133,0.62481,-0.02592,0.34922,5.04783,0.63578,0.00858,-0.37410
71.20,5.41668,0.62673,0.04497,0.17428,5.43717,0.62728,-0.03830,0.13670,5.25958,0.62783,-0.07184,0.29629,5.51231,0.62371,-0.00991,0.39858,5.04783,0.63633,-0.00019,-0.31720
71.24,5.34155,0.62865,0.04802,0.05505,5.49182,0.62563,-0.03354,0.21371,5.34155,0.62591,-0.04516,0.60025,5.51231,0.62399,0.00705,0.40930,5.06149,0.63606,-0.01277,-0.35173
71.28,5.26641,0.63057,0.04916,-0.06220,5.52597,0.62426,-0.02077,0.29483,5.43034,0.62426,-0.01372,0.60872,5.49865,0.62426,0.02401,0.38058,5.11613,0.63551,-0.03011,-0.35994
71.32,5.17761,0.63277,0.04459,-0.21199,5.51914,0.62426,-0.01181,0.42399,5.47816,0.62508,0.00819,0.44833,5.43717,0.62591,0.04021,0.27975,5.17078,0.63359,-0.04611,-0.25884
71.36,5.10930,0.63441,0.03220,-0.35504,5.49182,0.62289,0.00877,0.62553,5.51231,0.62508,0.02420,0.24243,5.38253,0.62783,0.04745,0.14305,5.24592,0.63139,-0.05164,-0.12161
71.40,5.05466,0.63551,0.01467,-0.44741,5.43034,0.62426,0.04421,0.66231,5.51231,0.62783,0.02287,0.13458,5.30056,0.62975,0.05164,-0.00013,5.33471,0.62947,-0.05526,0.01204
71.44,5.04100,0.63578,-0.00762,-0.42491,5.35521,0.62673,0.07317,0.39937,5.49865,0.62646,0.02839,0.16607,5.20493,0.63222,0.04821,-0.15787,5.41668,0.62673,-0.05164,0.16356
71.48,5.05466,0.63469,-0.02363,-0.29324,5.28007,0.63085,0.08118,-0.02183,5.44400,0.62947,0.04554,0.02064,5.15029,0.63386,0.03754,-0.27789,5.47816,0.62508,-0.04097,0.28597
71.52,5.09564,0.63359,-0.03201,-0.14305,5.19127,0.63359,0.07432,-0.48750,5.36887,0.63167,0.03030,-0.12307,5.08198,0.63524,0.02496,-0.36616,5.51231,0.62344,-0.02820,0.39262
71.56,5.15029,0.63167,-0.02992,-0.10388,5.12297,0.63825,0.03392,-0.72517,5.28690,0.63139,0.02496,-0.05346,5.04783,0.63606,0.00724,-0.41909,5.51914,0.62261,-0.00953,0.49002
71.60,5.23226,0.63167,-0.03678,-0.14120,5.06832,0.63606,-0.00210,-0.53078,5.19810,0.63304,0.03049,-0.07172,5.04783,0.63578,-0.01029,-0.41869,5.50548,0.62261,0.01201,0.54189
71.64,5.30739,0.62892,-0.04726,-0.04751,5.03417,0.63661,-0.00667,-0.34049,5.13663,0.63441,0.02458,-0.19426,5.08198,0.63524,-0.02744,-0.37410,5.45084,0.62344,0.03621,0.49941
71.68,5.39619,0.62728,-0.04345,0.11208,5.04783,0.63606,-0.01982,-0.33638,5.08881,0.63524,0.01258,-0.26519,5.12980,0.63359,-0.04307,-0.25738,5.38936,0.62536,0.06060,0.23806
71.72,5.45084,0.62536,-0.03659,0.23952,5.07515,0.63524,-0.03544,-0.30820,5.05466,0.63551,-0.00114,-0.23475,5.19810,0.63139,-0.04916,-0.10917,5.30739,0.62920,0.06136,-0.15483
71.76,5.51231,0.62399,-0.02039,0.28769,5.13663,0.63304,-0.04840,-0.18831,5.06832,0.63496,-0.00991,-0.14993,5.28007,0.62947,-0.04954,-0.00013,5.21859,0.63112,0.04097,-0.36550
71.80,5.52597,0.62426,-0.01372,0.33281,5.21859,0.63112,-0.05259,-0.00834,5.08198,0.63386,-0.00419,-0.26665,5.35521,0.62755,-0.05012,0.12743,5.13663,0.63249,0.02001,-0.29708
71.84,5.51231,0.62261,0.00000,0.49134,5.30056,0.62865,-0.05088,0.19466,5.13663,0.63551,-0.01887,-0.60885,5.43717,0.62508,-0.04116,0.28716,5.06832,0.63194,0.01429,-0.15641
71.88,5.45767,0.62344,0.03087,0.51741,5.38936,0.62618,-0.03030,0.24560,5.20493,0.63414,-0.06955,-0.56015,5.47816,0.62399,-0.02477,0.39064,5.05466,0.63304,0.02096,-0.28835
71.92,5.40302,0.62563,0.04993,0.33850,5.44400,0.62700,-0.02496,0.16144,5.27324,0.62838,-0.08556,-0.01535,5.51231,0.62316,-0.00819,0.44251,5.03417,0.63524,-0.00591,-0.48076
71.96,5.32788,0.62783,0.05869,0.11248,5.49865,0.62453,-0.02611,0.25659,5.35521,0.62563,-0.06269,0.38998,5.51914,0.62316,0.01220,0.44000,5.05466,0.63249,-0.03182,-0.36854
72.00,5.23909,0.63057,0.05812,-0.10295,5.53280,0.62399,-0.00743,0.41644,5.42351,0.62371,-0.04078,0.48909,5.48499,0.62426,0.02935,0.37039,5.10930,0.63167,-0.03697,-0.18963
72.04,5.15029,0.63277,0.04897,-0.26757,5.51231,0.62399,0.01181,0.47507,5.47133,0.62261,-0.02230,0.50484,5.43717,0.62563,0.04288,0.26387,5.16395,0.62975,-0.04345,-0.04830
72.08,5.10247,0.63469,0.03392,-0.34922,5.48499,0.62481,0.03449,0.42200,5.51231,0.62179,-0.00210,0.52747,5.36204,0.62783,0.05164,0.12161,5.25958,0.62810,-0.04364,0.14622
72.12,5.05466,0.63551,0.01810,-0.35266,5.41668,0.62700,0.04974,0.25235,5.49182,0.62234,0.02077,0.51437,5.28690,0.63002,0.05297,-0.03361,5.34155,0.62591,-0.03430,0.35676
72.16,5.04100,0.63606,0.00419,-0.33016,5.33471,0.62920,0.05431,0.07490,5.45084,0.62344,0.04288,0.38852,5.19810,0.63222,0.04878,-0.18407,5.40985,0.62453,-0.00800,0.38667
72.20,5.05466,0.63551,-0.00457,-0.38588,5.25275,0.63139,0.05507,-0.09581,5.43034,0.62591,0.05831,0.11169,5.13663,0.63414,0.03811,-0.32183,5.47816,0.62563,0.00953,0.14040
72.24,5.10930,0.63606,-0.02153,-0.52429,5.16395,0.63386,0.04783,-0.28954,5.32788,0.62892,0.05336,-0.17931,5.08198,0.63551,0.02096,-0.40189,5.52597,0.62673,-0.00286,0.02660
72.28,5.17761,0.63469,-0.05602,-0.43643,5.10247,0.63551,0.03163,-0.46395,5.27324,0.63085,0.03297,-0.20816,5.05466,0.63578,0.00362,-0.41605,5.52597,0.62481,-0.00343,0.23925
72.32,5.25958,0.63057,-0.06784,-0.08416,5.05466,0.63661,0.00915,-0.57445,5.17761,0.63085,0.02782,-0.02924,5.04783,0.63578,-0.01334,-0.39196,5.49865,0.62536,0.01963,0.39765
72.36,5.32788,0.62838,-0.05774,0.18156,5.03417,0.63661,-0.02077,-0.51635,5.11613,0.63249,0.03582,0.03599,5.08198,0.63469,-0.02896,-0.32871,5.45767,0.62673,0.03773,0.34446
72.40,5.40985,0.62618,-0.04802,0.32143,5.04783,0.63441,-0.03811,-0.31058,5.08198,0.63386,0.04040,-0.12889,5.13663,0.63332,-0.04040,-0.23753,5.38936,0.62865,0.04954,0.19532
72.44,5.46450,0.62426,-0.03087,0.40083,5.08881,0.63304,-0.04268,-0.15311,5.04783,0.63633,0.02935,-0.38588,5.20493,0.63139,-0.04897,-0.11380,5.30056,0.63085,0.05450,-0.00423
72.48,5.51914,0.62371,-0.01391,0.41644,5.15712,0.63112,-0.04745,-0.05174,5.06149,0.63688,0.00286,-0.49134,5.29373,0.62920,-0.05107,0.04539,5.21176,0.63332,0.05012,-0.21927
72.52,5.52597,0.62316,0.00324,0.40387,5.23226,0.62920,-0.04859,0.07821,5.09564,0.63633,-0.01944,-0.38786,5.37570,0.62700,-0.04516,0.19770,5.14346,0.63524,0.03544,-0.38905
72.56,5.49182,0.62399,0.01944,0.35795,5.32105,0.62700,-0.04383,0.25235,5.16395,0.63441,-0.02420,-0.33982,5.44400,0.62536,-0.03259,0.28914,5.08198,0.63633,0.01524,-0.46342
72.60,5.45084,0.62481,0.03259,0.29655,5.39619,0.62508,-0.02496,0.34935,5.24592,0.63496,-0.03887,-0.41790,5.49182,0.62453,-0.02134,0.35345,5.06149,0.63633,-0.00362,-0.47321
72.64,5.38253,0.62673,0.04307,0.22867,5.47133,0.62536,-0.01124,0.32315,5.30056,0.63222,-0.06993,-0.22377,5.51914,0.62344,-0.00495,0.41538,5.06149,0.63606,-0.02249,-0.45998
72.68,5.30056,0.62838,0.04954,0.16634,5.51914,0.62426,-0.00057,0.29735,5.40302,0.62783,-0.06669,0.18897,5.49865,0.62399,0.01467,0.40427,5.06832,0.63469,-0.04345,-0.36179
72.72,5.22542,0.63030,0.06155,-0.01628,5.52597,0.62481,0.01829,0.15946,5.43717,0.62618,-0.04554,0.41988,5.47816,0.62481,0.02973,0.32977,5.12980,0.63222,-0.05507,-0.16555
72.76,5.15712,0.63414,0.05355,-0.30873,5.51231,0.62700,0.01086,0.07027,5.50548,0.62453,-0.02725,0.51212,5.41668,0.62646,0.04192,0.22152,5.19127,0.63002,-0.05755,0.05201
72.80,5.09564,0.63524,0.02973,-0.44688,5.47133,0.62536,0.01105,0.24957,5.50548,0.62399,-0.00648,0.59549,5.34155,0.62838,0.04764,0.09978,5.27324,0.62728,-0.05069,0.24388
72.84,5.05466,0.63606,0.01315,-0.47361,5.40302,0.62673,0.03487,0.34631,5.48499,0.62371,0.02039,0.61957,5.27324,0.63030,0.05050,-0.02832,5.36887,0.62536,-0.03049,0.26307
72.88,5.04783,0.63633,-0.00591,-0.51476,5.32105,0.62865,0.04878,0.23780,5.47133,0.62508,0.05469,0.36100,5.18444,0.63277,0.04535,-0.15271,5.42351,0.62563,-0.02592,0.20048
72.92,5.06832,0.63578,-0.02801,-0.52257,5.23909,0.63112,0.05126,0.20299,5.39619,0.62920,0.06136,-0.14847,5.11613,0.63414,0.03430,-0.20352,5.48499,0.62344,-0.02325,0.31058
72.96,5.12297,0.63441,-0.05507,-0.35504,5.15029,0.63304,0.05621,0.26453,5.32788,0.63167,0.03030,-0.37092,5.08198,0.63496,0.03239,-0.32752,5.51231,0.62289,-0.00210,0.42372
73.00,5.18444,0.63057,-0.06288,-0.03705,5.09564,0.63469,0.07032,0.22801,5.25275,0.63085,0.01353,-0.17851,5.04100,0.63743,0.01353,-0.54930,5.49865,0.62316,0.02020,0.32977
73.04,5.26641,0.62865,-0.05221,0.16237,5.04100,0.63578,0.13015,-0.92618,5.15029,0.63167,0.01982,-0.03348,5.06832,0.63661,-0.01791,-0.60740,5.47133,0.62508,0.03011,0.11261
73.08,5.34838,0.62673,-0.04535,0.24838,5.04783,0.65417,0.00019,-2.04596,5.11613,0.63277,0.02134,-0.11314,5.09564,0.63578,-0.04440,-0.43510,5.42351,0.62646,0.02058,0.07662
73.12,5.41668,0.62481,-0.03297,0.32196,5.06149,0.63606,-0.13510,-0.96376,5.06149,0.63386,0.01201,-0.24362,5.15712,0.63249,-0.05679,-0.14821,5.34838,0.62591,0.02763,0.22814
73.16,5.49182,0.62399,-0.01829,0.35954,5.10247,0.63414,-0.07737,0.24825,5.04783,0.63386,-0.00229,-0.28372,5.23226,0.63057,-0.05145,0.04261,5.26641,0.62810,0.04631,0.22959
73.20,5.51231,0.62344,-0.00438,0.39448,5.17761,0.63249,-0.05964,0.35120,5.06149,0.63359,-0.01486,-0.20802,5.31422,0.62865,-0.04935,0.13339,5.19127,0.63030,0.05221,0.07344
73.24,5.51231,0.62344,0.01372,0.40480,5.25275,0.63030,-0.05012,0.33043,5.09564,0.63249,-0.02058,-0.10097,5.39619,0.62646,-0.04211,0.23383,5.12980,0.63249,0.05088,-0.10507
73.28,5.49182,0.62453,0.03106,0.33982,5.32788,0.62810,-0.04059,0.36576,5.17761,0.63167,-0.02115,-0.06325,5.45084,0.62508,-0.03030,0.32077,5.07515,0.63414,0.04859,-0.38323
73.32,5.43034,0.62618,0.04249,0.22761,5.41668,0.62673,-0.02287,0.44066,5.22542,0.63030,-0.01410,-0.25659,5.49865,0.62399,-0.01582,0.38958,5.05466,0.63743,0.02230,-0.66575
73.36,5.36204,0.62810,0.04859,0.11341,5.46450,0.62563,0.00572,0.27459,5.31422,0.63222,-0.04135,-0.41208,5.50548,0.62371,0.00152,0.42809,5.06149,0.63661,-0.01906,-0.60965
73.40,5.28007,0.63002,0.05317,-0.03811,5.51231,0.62838,0.00800,-0.05942,5.39619,0.62728,-0.07222,-0.00119,5.49865,0.62399,0.02115,0.39368,5.10247,0.63469,-0.03449,-0.34644
73.44,5.21176,0.63277,0.04726,-0.22165,5.52597,0.62755,-0.01620,-0.02422,5.42351,0.62399,-0.04764,0.56055,5.46450,0.62563,0.03544,0.29219,5.15029,0.63359,-0.04154,-0.16647
73.48,5.13663,0.63414,0.03239,-0.33453,5.49182,0.62536,-0.00572,0.27564,5.49865,0.62316,-0.01143,0.76487,5.39619,0.62700,0.04440,0.17732,5.23226,0.63139,-0.04554,-0.04340
73.52,5.08198,0.63524,0.01848,-0.39037,5.45084,0.62646,0.01963,0.31323,5.49182,0.62316,0.02573,0.63770,5.32105,0.62920,0.05069,0.03507,5.30739,0.62975,-0.04440,0.04737
73.56,5.04100,0.63578,0.00057,-0.41671,5.36887,0.62810,0.02401,0.22986,5.47133,0.62591,0.04478,0.33810,5.24592,0.63139,0.04821,-0.12571,5.39619,0.62783,-0.04192,0.13736
73.60,5.05466,0.63524,-0.01639,-0.39673,5.29373,0.62810,0.03220,0.22880,5.45767,0.62728,0.04878,0.11235,5.16395,0.63332,0.03849,-0.23819,5.45084,0.62618,-0.03354,0.22721
73.64,5.07515,0.63441,-0.03163,-0.35240,5.20493,0.63030,0.04631,0.13895,5.37570,0.62975,0.05088,-0.03441,5.09564,0.63441,0.02820,-0.31958,5.51231,0.62508,-0.02287,0.29232
73.68,5.13663,0.63277,-0.04688,-0.24746,5.14346,0.63249,0.04554,-0.00265,5.32105,0.63167,0.04478,-0.13193,5.06832,0.63578,0.01277,-0.38429,5.52597,0.62426,-0.00953,0.33599
73.72,5.20493,0.63030,-0.05297,-0.09978,5.08198,0.63386,0.04535,-0.16038,5.23226,0.63332,0.03830,-0.17851,5.06832,0.63551,-0.00476,-0.39209,5.51914,0.62426,0.00553,0.33599
73.76,5.28690,0.62838,-0.05393,0.03864,5.04100,0.63633,0.03563,-0.39580,5.17761,0.63469,0.03163,-0.24785,5.07515,0.63524,-0.01906,-0.37542,5.47816,0.62481,0.01810,0.30687
73.80,5.36204,0.62591,-0.05107,0.21173,5.04783,0.63688,0.01848,-0.69791,5.12297,0.63606,0.01944,-0.33321,5.10247,0.63414,-0.03582,-0.31825,5.41668,0.62563,0.03144,0.23846
73.84,5.43717,0.62399,-0.03830,0.40480,5.07515,0.63908,-0.02611,-0.82058,5.06832,0.63633,0.00438,-0.39408,5.18444,0.63222,-0.04764,-0.18341,5.34155,0.62755,0.03868,0.13339
73.88,5.49182,0.62261,-0.01887,0.57074,5.12297,0.63469,-0.06689,-0.47943,5.07515,0.63661,-0.01505,-0.37026,5.24592,0.63002,-0.05164,-0.01548,5.25275,0.62892,0.04116,0.03666
73.92,5.51231,0.62179,0.01505,0.54202,5.20493,0.63194,-0.06708,-0.04976,5.08881,0.63496,-0.02973,-0.23158,5.32788,0.62783,-0.04764,0.13021,5.17078,0.63085,0.04173,-0.08509
73.96,5.49865,0.62453,0.03316,0.30118,5.29373,0.62920,-0.05983,0.15311,5.12980,0.63386,-0.03468,-0.06617,5.40985,0.62618,-0.04078,0.25553,5.11613,0.63222,0.03925,-0.30899
74.00,5.48499,0.62508,0.03506,0.13101,5.36204,0.62728,-0.05107,0.24428,5.19810,0.63194,-0.03220,0.01376,5.47133,0.62426,-0.02649,0.35345,5.06832,0.63469,0.02001,-0.56664
74.04,5.41668,0.62700,0.04116,0.02845,5.44400,0.62508,-0.04173,0.34446,5.24592,0.63112,-0.02763,-0.05598,5.50548,0.62399,-0.00953,0.37846,5.03417,0.63469,-0.01791,-0.54414
74.08,5.34155,0.62892,0.03525,-0.00715,5.50548,0.62371,-0.02515,0.47070,5.34155,0.63002,-0.03087,-0.22589,5.50548,0.62371,0.00362,0.39064,5.05466,0.63222,-0.03354,-0.28332
74.12,5.26641,0.62947,0.03716,0.02858,5.51914,0.62289,-0.00381,0.56399,5.39619,0.62975,-0.05526,-0.15813,5.49865,0.62399,0.02230,0.37449,5.09564,0.63139,-0.03449,-0.13101
74.16,5.18444,0.63167,0.04230,-0.04221,5.53280,0.62289,0.02763,0.47043,5.44400,0.62481,-0.06060,0.29033,5.43717,0.62563,0.03716,0.27300,5.15029,0.62975,-0.03868,-0.09422
74.20,5.11613,0.63332,0.03716,-0.18262,5.49182,0.62591,0.04059,0.21861,5.48499,0.62316,-0.02611,0.62010,5.38936,0.62728,0.04440,0.15364,5.23226,0.62838,-0.04345,-0.04063
74.24,5.06832,0.63496,0.02477,-0.26837,5.44400,0.62673,0.03906,0.08919,5.47816,0.62316,0.00305,0.62301,5.31422,0.62920,0.04916,0.03083,5.31422,0.62618,-0.04573,0.09951
74.28,5.06832,0.63524,0.01181,-0.27472,5.36887,0.62865,0.04345,0.05796,5.47133,0.62371,0.02630,0.51159,5.22542,0.63139,0.04802,-0.11447,5.39619,0.62426,-0.03640,0.27339
74.32,5.05466,0.63551,0.00610,-0.34009,5.28690,0.63030,0.04497,0.01138,5.40985,0.62536,0.04459,0.34684,5.15712,0.63332,0.03964,-0.24918,5.45084,0.62316,-0.02287,0.43854
74.36,5.10247,0.63633,-0.01258,-0.45654,5.19810,0.63222,0.04688,-0.09382,5.34155,0.62755,0.05469,0.14847,5.09564,0.63469,0.02668,-0.34697,5.49865,0.62234,-0.00210,0.58265
74.40,5.15029,0.63469,-0.03602,-0.43987,5.11613,0.63441,0.03906,-0.24164,5.29373,0.62975,0.05983,-0.11764,5.07515,0.63551,0.01124,-0.41419,5.51231,0.62261,0.02515,0.62367
74.44,5.22542,0.63304,-0.05069,-0.32183,5.06832,0.63551,0.02611,-0.35769,5.19127,0.63304,0.04745,-0.39302,5.06149,0.63578,-0.00858,-0.41856,5.49182,0.62344,0.06669,0.25090
74.48,5.30739,0.63085,-0.06612,-0.07940,5.04100,0.63661,0.00915,-0.43576,5.14346,0.63441,0.01620,-0.37185,5.08198,0.63469,-0.02515,-0.34485,5.45767,0.63057,0.05183,-0.24587
74.52,5.38253,0.62700,-0.06193,0.26373,5.04783,0.63633,-0.01010,-0.47255,5.08881,0.63332,0.00724,-0.10189,5.12980,0.63359,-0.03678,-0.24375,5.39619,0.62838,0.01848,-0.13445
74.56,5.45084,0.62508,-0.03830,0.44833,5.06832,0.63578,-0.02992,-0.46514,5.06832,0.63441,0.01372,0.03308,5.19127,0.63167,-0.04516,-0.12293,5.32788,0.62947,0.03659,0.10282
74.60,5.49182,0.62426,-0.01887,0.45297,5.13663,0.63386,-0.04783,-0.41089,5.08198,0.63441,0.01944,-0.08099,5.27324,0.62975,-0.04688,0.00635,5.24592,0.63194,0.04345,0.00913
