T,M5 F1,M5 P1,M5 V1,M5 A1,M5 F2,M5 P2,M5 V2,M5 A2,M5 F3,M5 P3,M5 V3,M5 A3,M5 F4,M5 P4,M5 V4,M5 A4,M5 F5,M5 P5,M5 V5,M5 A5
72.84,7.22680,0.57871,-0.08194,-0.13524,6.93991,0.58420,-0.05945,-0.26863,7.73909,0.56279,-0.00267,0.77493,7.53418,0.56636,0.01334,0.17428,7.30876,0.61356,0.10119,-3.46626
72.88,7.36341,0.57514,-0.08766,0.03255,7.04920,0.58090,-0.06155,-0.28888,7.74592,0.56279,0.03830,0.69116,7.61614,0.56526,-0.00838,-0.01641,7.16532,0.58063,-0.16026,-1.41977
72.92,7.50002,0.57130,-0.08251,0.26823,7.15166,0.58008,-0.08080,-0.34035,7.70494,0.56664,0.06136,0.40533,7.65030,0.56444,-0.00610,0.20763,7.02188,0.58118,-0.01658,0.91387
72.96,7.60248,0.56801,-0.06403,0.45627,7.30193,0.57459,-0.10138,-0.09991,7.62297,0.56856,0.06441,0.24336,7.66396,0.56417,0.01048,0.42266,6.89893,0.58475,0.03830,0.69738
73.00,7.68445,0.56609,-0.04116,0.53581,7.41805,0.57075,-0.09337,0.26228,7.51368,0.57130,0.07508,0.20644,7.63663,0.56499,0.03602,0.46104,6.80330,0.58722,0.04821,-0.03242
73.04,7.71860,0.56499,-0.02210,0.61520,7.54784,0.56691,-0.07641,0.54785,7.38390,0.57459,0.08365,0.12121,7.56833,0.56746,0.05374,0.33400,6.74182,0.58914,0.01887,-0.57127
73.08,7.72543,0.56389,0.00629,0.70889,7.63663,0.56417,-0.04554,0.72543,7.24729,0.57816,0.08823,-0.04976,7.47953,0.56993,0.05660,0.31190,6.73499,0.58886,-0.01505,-0.60210
73.12,7.70494,0.56526,0.04021,0.65146,7.69128,0.56334,-0.01429,0.77651,7.09018,0.58200,0.08175,-0.27511,7.37024,0.57103,0.07813,0.29602,6.74182,0.58749,-0.03659,-0.42571
73.16,7.62980,0.56746,0.06365,0.45945,7.72543,0.56307,0.01639,0.78472,6.95357,0.58502,0.06555,-0.46196,7.24729,0.57679,0.08670,0.12598,6.82379,0.58530,-0.04516,-0.32566
73.20,7.52734,0.57048,0.08156,0.18831,7.70494,0.56417,0.05488,0.62341,6.86477,0.58776,0.03849,-0.49200,7.13800,0.57816,0.08804,-0.07106,6.91942,0.58365,-0.04954,-0.48261
73.24,7.40439,0.57542,0.06974,0.11896,7.65030,0.56828,0.07355,0.29152,6.78964,0.58776,0.01848,-0.35835,7.02871,0.58365,0.08842,-0.42121,7.03554,0.58310,-0.08861,-0.51701
73.28,7.25412,0.57514,0.07698,0.31667,7.55467,0.57075,0.07375,0.05426,6.74865,0.58831,0.01696,-0.37410,6.94674,0.58694,0.05050,-0.66245,7.19264,0.57597,-0.11281,-0.09078
73.32,7.11068,0.58008,0.11224,0.11222,7.43172,0.57404,0.07355,-0.05955,6.76915,0.58996,-0.00229,-0.57511,6.89210,0.58722,0.02172,-0.59827,7.33609,0.57185,-0.09032,0.24362
73.36,6.98089,0.58584,0.10690,-0.55698,7.29510,0.57706,0.06422,-0.03573,6.81696,0.58886,-0.03697,-0.60303,6.87844,0.58804,0.00438,-0.54824,7.47953,0.56938,-0.07622,0.25130
73.40,6.88527,0.59023,0.06117,-1.06327,7.16532,0.57871,0.06650,0.07543,6.90576,0.58639,-0.05983,-0.40414,6.87844,0.58776,-0.01601,-0.60237,7.60248,0.56691,-0.08041,0.44397
73.44,6.79647,0.59133,-0.00038,-1.01074,7.03554,0.58200,0.07603,0.03520,7.02188,0.58365,-0.06936,-0.18764,6.93991,0.58722,-0.04516,-0.61931,7.70494,0.56142,-0.05259,0.84863
73.48,6.75548,0.58941,-0.04059,-0.45416,6.91942,0.58502,0.07870,-0.23065,7.15849,0.58063,-0.07298,-0.02964,7.00139,0.58420,-0.07451,-0.43325,7.75276,0.56142,0.00343,0.90607
73.52,6.74865,0.58584,-0.03011,-0.04195,6.83062,0.58914,0.06060,-0.57749,7.30193,0.57706,-0.06136,-0.08032,7.11751,0.58036,-0.08232,-0.18553,7.76642,0.56307,0.03259,0.65914
73.56,6.78964,0.58694,-0.01639,-0.24084,6.77598,0.59051,0.02534,-0.77082,7.44538,0.57734,-0.08099,-0.07053,7.23363,0.57734,-0.08346,-0.04843,7.73909,0.56444,0.05069,0.47996
73.60,6.87160,0.58667,-0.04688,-0.53064,6.77598,0.59078,-0.00553,-0.83447,7.56150,0.57020,-0.08823,0.37913,7.34975,0.57377,-0.08270,0.03136,7.67762,0.56691,0.06860,0.34988
73.64,6.96040,0.58310,-0.07756,-0.43960,6.80330,0.59023,-0.04021,-0.86809,7.67079,0.56801,-0.04688,0.72980,7.47270,0.57130,-0.08994,0.27803,7.57516,0.57020,0.07984,0.21120
73.68,7.10385,0.57926,-0.08537,-0.22602,6.86477,0.58804,-0.08213,-0.71670,7.73226,0.56664,-0.00743,0.59509,7.56150,0.56499,-0.06517,0.62473,7.43172,0.57350,0.08518,0.07622
73.72,7.24729,0.57624,-0.08842,-0.09528,6.97406,0.58283,-0.10481,-0.38614,7.75959,0.56883,0.00419,0.34075,7.63663,0.56554,-0.02249,0.58755,7.29510,0.57706,0.08708,-0.08324
73.76,7.38390,0.57295,-0.10061,0.19797,7.10385,0.57898,-0.10957,-0.09382,7.71860,0.56718,0.00686,0.33665,7.67762,0.56526,-0.02268,0.55526,7.16532,0.58090,0.07832,-0.24216
73.80,7.52051,0.56691,-0.08289,0.66602,7.22680,0.57432,-0.11319,0.21490,7.67079,0.56828,0.03106,0.36735,7.68445,0.56087,0.02896,0.35928,7.02188,0.58337,0.06612,-0.37608
73.84,7.62980,0.56472,-0.03087,0.76143,7.39073,0.56911,-0.09566,0.55089,7.58199,0.57048,0.04002,0.33585,7.64347,0.57020,0.02420,-0.14358,6.91259,0.58612,0.05164,-0.55923
73.88,7.70494,0.56581,-0.00572,0.49121,7.51368,0.56581,-0.05926,0.64657,7.45221,0.57130,0.05374,0.36695,7.58882,0.56499,-0.02153,0.20088,6.83745,0.58831,0.02039,-0.68560
73.92,7.75959,0.56526,-0.00210,0.40811,7.60248,0.56499,-0.03449,0.51926,7.30876,0.57432,0.07451,0.26426,7.47270,0.56389,0.02744,0.82481,6.79647,0.58804,-0.01620,-0.52800
73.96,7.74592,0.56472,0.01791,0.51516,7.69811,0.56362,-0.02210,0.46196,7.17215,0.57789,0.08080,0.02091,7.36341,0.56746,0.07489,0.82256,6.78964,0.58557,-0.02306,-0.32884
74.00,7.71860,0.56636,0.04535,0.50947,7.72543,0.56279,-0.00229,0.50775,7.02871,0.58118,0.07565,-0.22853,7.22680,0.57130,0.09966,0.55962,6.83745,0.58639,-0.03087,-0.37463
74.04,7.63663,0.56883,0.06346,0.38640,7.72543,0.56334,0.02001,0.53131,6.90576,0.58420,0.06117,-0.44384,7.08335,0.57487,0.12253,0.14001,6.91259,0.58392,-0.05564,-0.39580
74.08,7.52051,0.57158,0.07641,0.23330,7.69811,0.56444,0.04192,0.50524,6.83062,0.58639,0.03754,-0.58106,6.97406,0.58173,0.12653,-0.56677,7.02188,0.58090,-0.06174,-0.41525
74.12,7.39756,0.57514,0.08251,0.06537,7.60248,0.56664,0.06365,0.39196,6.78964,0.58722,0.01220,-0.63849,6.87160,0.58831,0.05831,-0.84916,7.14483,0.58008,-0.08918,-0.36232
74.16,7.25412,0.57844,0.08099,-0.08390,7.50002,0.56993,0.07546,0.22112,6.77598,0.58749,-0.01582,-0.62116,6.79647,0.58392,0.03697,-0.64088,7.27461,0.57377,-0.10995,0.11394
74.20,7.12434,0.58173,0.07546,-0.22165,7.38390,0.57295,0.07946,0.08152,6.81013,0.58584,-0.04078,-0.51159,6.76231,0.59078,0.02477,-0.74515,7.41122,0.56911,-0.08194,0.60118
74.24,6.99456,0.58475,0.06231,-0.33374,7.23363,0.57624,0.08194,-0.05690,6.87160,0.58392,-0.05774,-0.36126,6.75548,0.58776,-0.02382,-0.79398,7.53418,0.56664,-0.03983,0.59932
74.28,6.89893,0.58667,0.04840,-0.42677,7.10385,0.57981,0.07603,-0.21252,6.98089,0.58118,-0.07070,-0.18645,6.81013,0.58776,-0.04745,-0.66271,7.60931,0.56718,-0.02249,0.32355
74.32,6.82379,0.58886,0.02763,-0.47930,6.97406,0.58255,0.06384,-0.34221,7.10385,0.57789,-0.07317,-0.02289,6.88527,0.58447,-0.08213,-0.39805,7.67762,0.56581,-0.02725,0.31256
74.36,6.80330,0.58914,0.00553,-0.45575,6.88527,0.58502,0.04745,-0.44251,7.25412,0.57487,-0.06669,0.01191,7.00139,0.57953,-0.07775,-0.13577,7.69128,0.56389,-0.00934,0.57445
74.40,6.80330,0.58886,-0.01162,-0.41459,6.81696,0.58639,0.02839,-0.52601,7.38390,0.57295,-0.06765,-0.01786,7.13800,0.57898,-0.08499,-0.04063,7.65713,0.56444,0.02496,0.70506
74.44,6.85794,0.58694,-0.00705,-0.75428,6.78964,0.58749,0.00457,-0.56876,7.50685,0.57020,-0.08003,0.22218,7.28144,0.57295,-0.09223,0.25725,7.60931,0.56609,0.05545,0.61428
74.48,6.94674,0.59188,-0.07432,-0.97183,6.79647,0.58694,-0.02191,-0.49862,7.61614,0.56526,-0.06231,0.71128,7.43172,0.56965,-0.05926,0.41777,7.51368,0.56883,0.08365,0.29126
74.52,7.06286,0.58063,-0.12958,-0.22721,6.85794,0.58530,-0.03830,-0.37463,7.68445,0.56362,-0.00896,0.88039,7.57516,0.56911,-0.04421,0.27591,7.39073,0.57432,0.07698,0.00053
74.56,7.17215,0.57706,-0.08899,0.45429,6.93308,0.58337,-0.04516,-0.38958,7.72543,0.56554,0.02553,0.64749,7.68445,0.56691,-0.04383,0.26400,7.26778,0.57487,0.07012,0.00146
74.60,7.31560,0.57432,-0.05907,0.39884,7.04237,0.58228,-0.06403,-0.49280,7.69811,0.56664,0.03830,0.47163,7.74592,0.56499,-0.03182,0.43841,7.13800,0.57898,0.08080,-0.05677
74.64,7.41805,0.57350,-0.05069,0.13339,7.17215,0.57898,-0.09604,-0.32791,7.66396,0.56828,0.05450,0.47996,7.78691,0.56389,-0.00781,0.60594,7.02871,0.58228,0.07146,-0.23343
74.68,7.52734,0.57075,-0.05831,0.06762,7.30193,0.57350,-0.10252,0.12214,7.56833,0.57075,0.07660,0.48658,7.78008,0.56417,0.02210,0.64154,6.91942,0.58475,0.05983,-0.38138
74.72,7.60931,0.56856,-0.05850,0.34432,7.44538,0.56965,-0.08099,0.48406,7.47270,0.57432,0.09947,0.31270,7.71177,0.56581,0.04897,0.52800,6.84428,0.58722,0.04135,-0.53951
74.76,7.64347,0.56526,-0.03582,0.73298,7.54784,0.56718,-0.05660,0.66906,7.33609,0.57871,0.11567,-0.19228,7.63663,0.56856,0.06460,0.36775,6.82379,0.58831,0.01582,-0.65834
74.80,7.66396,0.56472,0.00896,0.88436,7.61614,0.56499,-0.02706,0.77453,7.19264,0.58530,0.08937,-0.77612,7.51368,0.57075,0.07965,0.17891,6.81696,0.58859,-0.01315,-0.70982
74.84,7.62980,0.56581,0.05545,0.56611,7.69128,0.56444,0.01277,0.66668,7.06969,0.58722,0.03239,-0.85168,7.37707,0.57542,0.08365,-0.08443,6.86477,0.58749,-0.04611,-0.62222
74.88,7.56833,0.57130,0.05640,0.17044,7.69128,0.56664,0.03621,0.33188,6.95357,0.58667,0.00114,-0.44886,7.21997,0.57871,0.06098,-0.11235,6.96040,0.58447,-0.06822,-0.40572
74.92,7.47953,0.57048,0.04897,0.19108,7.67079,0.56828,0.03697,0.06047,6.87160,0.58584,0.00343,-0.16330,7.06969,0.57844,0.07222,-0.08760,7.05603,0.58145,-0.07622,-0.22880
74.96,7.36341,0.57350,0.07527,0.17970,7.60248,0.56993,0.02896,0.07530,6.81696,0.58722,0.00381,-0.23608,6.95357,0.58502,0.07260,-0.44278,7.17898,0.57844,-0.08289,-0.12426
75.00,7.24046,0.57816,0.06898,0.05809,7.52051,0.56993,0.03544,0.27935,6.79647,0.58694,-0.01334,-0.40083,6.84428,0.58639,0.02687,-0.62380,7.32243,0.57487,-0.08823,0.02170
75.04,7.11751,0.57844,0.07375,0.02422,7.39073,0.57212,0.05717,0.36311,6.81013,0.58612,-0.03259,-0.47877,6.78964,0.58502,0.01925,-0.72120,7.44538,0.57103,-0.08423,0.23409
75.08,7.01505,0.58365,0.08213,-0.25699,7.26095,0.57487,0.07203,0.25765,6.88527,0.58447,-0.05545,-0.44384,6.77598,0.58941,-0.02058,-0.95635,7.56833,0.56773,-0.06898,0.43166
75.12,6.93308,0.58667,0.05431,-0.55063,7.14483,0.57816,0.07946,0.07583,6.98773,0.58145,-0.07184,-0.29960,6.78964,0.58447,-0.07870,-0.70572,7.66396,0.56526,-0.04669,0.55208
75.16,6.88527,0.58776,0.02839,-0.62949,7.03554,0.58145,0.07908,-0.15787,7.09018,0.57844,-0.08003,-0.12889,6.85111,0.58063,-0.08537,-0.25116,7.71177,0.56389,-0.02096,0.57815
75.20,6.84428,0.58886,0.00191,-0.62447,6.92625,0.58475,0.06841,-0.42729,7.23363,0.57487,-0.08194,0.03957,6.93308,0.57761,-0.08632,-0.00569,7.73909,0.56389,-0.00095,0.60475
75.24,6.86477,0.58804,-0.02477,-0.52509,6.85794,0.58722,0.04745,-0.70770,7.36341,0.57158,-0.07546,0.17706,7.04237,0.57432,-0.08956,0.26797,7.71860,0.56362,0.02477,0.65649
75.28,6.92625,0.58639,-0.04040,-0.42213,6.82379,0.58969,0.00305,-0.76143,7.47953,0.56883,-0.06727,0.31124,7.15849,0.56911,-0.06689,0.50166,7.65030,0.56554,0.05545,0.58583
75.32,7.00139,0.58475,-0.05450,-0.39831,6.83062,0.58694,-0.02935,-0.47904,7.59565,0.56609,-0.05336,0.50100,7.29510,0.56801,-0.02649,0.26334,7.55467,0.56801,0.08384,0.24256
75.36,7.11751,0.58228,-0.07241,-0.35597,6.85794,0.58557,-0.02611,-0.38363,7.67762,0.56417,-0.02896,0.70029,7.41805,0.56993,-0.04440,0.00582,7.44538,0.57377,0.07660,-0.12426
75.40,7.23363,0.57898,-0.08899,-0.17044,6.95357,0.58584,-0.04268,-0.62897,7.70494,0.56307,0.01029,0.70995,7.52734,0.56417,-0.05640,0.36801,7.30193,0.57459,0.05831,-0.13802
75.44,7.36341,0.57459,-0.09090,0.12796,7.04237,0.58365,-0.08861,-0.60488,7.71860,0.56554,0.03754,0.49214,7.60248,0.56252,-0.00896,0.61481,7.16532,0.57761,0.05736,0.02236
75.48,7.45904,0.57103,-0.07546,0.36285,7.15849,0.57761,-0.10995,-0.15390,7.67762,0.56691,0.04573,0.33705,7.64347,0.56472,0.01429,0.41671,7.02871,0.57844,0.06993,-0.02845
75.52,7.56833,0.56856,-0.05660,0.47917,7.30193,0.57350,-0.09833,0.28266,7.60248,0.56883,0.05926,0.28253,7.64347,0.56444,0.02172,0.25447,6.91259,0.58365,0.07165,-0.41538
75.56,7.64347,0.56664,-0.03945,0.64127,7.43172,0.56965,-0.07832,0.52165,7.48636,0.57158,0.07165,0.16846,7.62980,0.56664,0.02420,0.30158,6.81013,0.58639,0.02630,-0.57127
75.60,7.69128,0.56499,-0.00724,0.78869,7.54101,0.56718,-0.05336,0.63346,7.37024,0.57487,0.07679,-0.01601,7.56833,0.56581,0.03773,0.52694,6.76915,0.58475,0.00305,-0.26294
75.64,7.69128,0.56581,0.02592,0.80457,7.62297,0.56526,-0.02611,0.64961,7.24729,0.57844,0.06612,-0.10957,7.49319,0.56828,0.08080,0.44886,6.75548,0.58475,0.01582,-0.18301
75.68,7.66396,0.56554,0.08423,0.27247,7.67079,0.56472,0.00629,0.48129,7.09702,0.57981,0.06117,-0.05426,7.39756,0.57432,0.08175,0.16197,6.78281,0.58667,0.01448,-0.63095
75.72,7.60248,0.57706,0.04954,-0.25474,7.69811,0.56664,0.01848,0.20141,6.96723,0.58283,0.06669,-0.10229,7.27461,0.57459,0.08365,0.04288,6.83745,0.58859,-0.04288,-0.90382
75.76,7.49319,0.56965,0.01181,0.30145,7.67762,0.56718,0.00991,0.20419,6.87160,0.58584,0.05698,-0.25778,7.15849,0.58036,0.09356,-0.23991,6.94674,0.58255,-0.08727,-0.54427
75.80,7.38390,0.57267,0.08308,0.66284,7.61614,0.56636,0.02363,0.45535,6.80330,0.58722,0.04783,-0.47401,7.06286,0.58392,0.06422,-0.49174,7.07652,0.57926,-0.08308,-0.19400
75.84,7.24046,0.57871,0.10614,0.13921,7.52734,0.56828,0.05488,0.53276,6.77598,0.59023,0.02210,-0.73060,6.98773,0.58502,0.04288,-0.50524,7.19947,0.57651,-0.08594,-0.14053
75.88,7.10385,0.58283,0.09242,-0.42266,7.41122,0.57130,0.07584,0.38852,6.77598,0.58969,-0.01810,-0.78419,6.91942,0.58694,0.02687,-0.55711,7.35658,0.57350,-0.10481,0.11275
75.92,6.99456,0.58639,0.06117,-0.72940,7.27461,0.57487,0.08518,0.21808,6.84428,0.58859,-0.05317,-0.55142,6.89893,0.58776,0.00019,-0.62844,7.48636,0.56664,-0.09109,0.62248
75.96,6.89210,0.58831,0.01791,-0.59694,7.16532,0.57816,0.08994,0.08549,6.92625,0.58420,-0.06155,-0.31031,6.90576,0.58694,-0.02763,-0.59985,7.59565,0.56444,-0.03830,0.76580
76.00,6.81013,0.58667,0.00343,-0.23767,7.02871,0.58173,0.09776,-0.17388,7.04237,0.58365,-0.06669,-0.28954,6.94674,0.58530,-0.04897,-0.51437,7.69811,0.56499,-0.01296,0.52575
76.04,6.78281,0.58749,0.01143,-0.16938,6.91942,0.58694,0.08213,-0.55592,7.17898,0.57981,-0.08880,-0.18381,7.02188,0.58337,-0.07470,-0.28954,7.74592,0.56417,-0.00419,0.41591
76.08,6.77598,0.58804,0.00915,-0.51953,6.85111,0.58914,0.04592,-0.77744,7.31560,0.57569,-0.09090,0.11711,7.10385,0.57816,-0.07375,-0.03599,7.75959,0.56417,0.01181,0.48526
76.12,6.81696,0.59023,-0.03544,-0.77294,6.78964,0.59023,0.01353,-0.83289,7.45221,0.57185,-0.07660,0.36100,7.21997,0.57734,-0.06841,0.02117,7.73226,0.56472,0.03659,0.53197
76.16,6.88527,0.58475,-0.07413,-0.55288,6.81013,0.59023,-0.01963,-0.85485,7.56833,0.56938,-0.05488,0.43907,7.32243,0.57322,-0.07146,0.05174,7.66396,0.56718,0.06022,0.44384
76.20,6.98773,0.58255,-0.07565,-0.33691,6.83062,0.58914,-0.06003,-0.73695,7.65713,0.56773,-0.03811,0.41274,7.44538,0.57130,-0.06860,0.17124,7.55467,0.56993,0.07394,0.29298
76.24,7.11068,0.58008,-0.09890,-0.12796,6.89893,0.58475,-0.08518,-0.45429,7.71860,0.56636,-0.02306,0.40109,7.52734,0.56746,-0.05736,0.29271,7.43855,0.57322,0.08308,0.13723
76.28,7.26095,0.57377,-0.09871,0.30859,6.99456,0.58173,-0.09356,-0.20299,7.73226,0.56581,-0.00648,0.41274,7.60248,0.56691,-0.04764,0.43735,7.29510,0.57679,0.08499,-0.02832
76.32,7.39756,0.57048,-0.06326,0.48578,7.11751,0.57761,-0.10404,0.08985,7.72543,0.56609,0.00667,0.49690,7.63663,0.56252,-0.01639,0.44053,7.14483,0.58008,0.08270,-0.22827
76.36,7.53418,0.56965,-0.04478,0.33718,7.24046,0.57212,-0.08556,0.33453,7.64347,0.56581,0.03163,0.59628,7.64347,0.56636,-0.00076,0.21768,7.02188,0.58392,0.06727,-0.42478
76.40,7.64347,0.56773,-0.04307,0.30423,7.38390,0.57075,-0.06555,0.31772,7.55467,0.56828,0.06269,0.49981,7.62297,0.56389,-0.01391,0.32342,6.91259,0.58584,0.04288,-0.48949
76.44,7.71860,0.56554,-0.02896,0.45204,7.51368,0.56773,-0.06155,0.31574,7.43855,0.57158,0.07718,0.26360,7.55467,0.56334,0.01353,0.69090,6.84428,0.58694,0.02534,-0.48764
76.48,7.75276,0.56499,-0.00438,0.56240,7.60931,0.56526,-0.04592,0.42240,7.28144,0.57487,0.08041,0.07318,7.46587,0.56472,0.05031,0.86465,6.80330,0.58776,0.00877,-0.56333
76.52,7.74592,0.56526,0.02039,0.56571,7.69128,0.56389,-0.02649,0.51185,7.14483,0.57789,0.08213,-0.10084,7.34292,0.56746,0.08937,0.79266,6.79647,0.58831,-0.02077,-0.59350
76.56,7.69811,0.56664,0.04402,0.47692,7.71860,0.56307,-0.00324,0.55883,7.02871,0.58173,0.07527,-0.32236,7.21997,0.57130,0.13015,0.29033,6.84428,0.58612,-0.04840,-0.42954
76.60,7.62297,0.56911,0.05964,0.34962,7.70494,0.56362,0.02020,0.54123,6.91259,0.58447,0.05469,-0.50074,7.11068,0.57953,0.12958,-0.54719,6.92625,0.58337,-0.05507,-0.27260
76.64,7.50685,0.57158,0.07012,0.25143,7.66396,0.56472,0.04211,0.46567,6.83062,0.58612,0.03125,-0.58040,6.98773,0.58475,0.06079,-0.81066,7.02188,0.58145,-0.05602,-0.38429
76.68,7.37707,0.57459,0.08099,0.12452,7.60248,0.56718,0.05888,0.34909,6.78281,0.58694,0.00743,-0.61388,6.87844,0.58200,0.03830,-0.46858,7.14483,0.58063,-0.09013,-0.38733
76.72,7.25412,0.57844,0.08232,-0.04949,7.48636,0.56965,0.06917,0.24296,6.77598,0.58694,-0.02039,-0.57193,6.82379,0.58667,0.03983,-0.41591,7.26778,0.57350,-0.10709,0.04023
76.76,7.09702,0.58145,0.07546,-0.18659,7.37024,0.57267,0.07870,0.12505,6.83745,0.58502,-0.04135,-0.45244,6.78964,0.58667,0.01448,-0.56373,7.41122,0.57020,-0.08251,0.39964
76.80,6.98089,0.58447,0.06612,-0.26969,7.23363,0.57624,0.08041,-0.02355,6.90576,0.58337,-0.05583,-0.32844,6.80330,0.58776,-0.01067,-0.63664,7.51368,0.56746,-0.06422,0.52654
76.84,6.89210,0.58722,0.05012,-0.29113,7.09702,0.57926,0.07679,-0.17521,6.99456,0.58063,-0.06860,-0.17507,6.84428,0.58584,-0.04059,-0.59112,7.59565,0.56499,-0.04116,0.62076
76.88,6.81696,0.58804,0.03983,-0.31190,6.98089,0.58255,0.06727,-0.33969,7.11751,0.57761,-0.07317,0.03335,6.93308,0.58420,-0.05983,-0.45508,7.65030,0.56389,-0.01334,0.65080
76.92,6.81013,0.58914,0.04821,-0.79650,6.87844,0.58502,0.04783,-0.44913,7.24729,0.57404,-0.06193,0.15205,7.03554,0.58145,-0.08384,-0.17785,7.67079,0.56389,0.01467,0.58702
76.96,6.83062,0.59545,-0.01848,-1.31669,6.82379,0.58639,0.02782,-0.47202,7.37707,0.57295,-0.05469,0.14133,7.17215,0.57597,-0.07394,0.07344,7.65030,0.56526,0.03735,0.43775
77.00,6.85111,0.58859,-0.10271,-0.82137,6.79647,0.58722,0.00800,-0.45283,7.50685,0.57020,-0.05679,0.25156,7.30876,0.57542,-0.06174,-0.01826,7.58882,0.56746,0.04745,0.32328
77.04,6.93991,0.58310,-0.09756,0.00569,6.81696,0.58667,-0.00495,-0.51013,7.60931,0.56746,-0.03868,0.44675,7.45221,0.57240,-0.07641,-0.06775,7.51368,0.56883,0.05907,0.29655
77.08,7.05603,0.58036,-0.07546,0.27062,6.87844,0.58722,-0.02782,-0.65953,7.67762,0.56691,-0.01486,0.53435,7.58199,0.56911,-0.08404,0.24772,7.40439,0.57185,0.07698,0.16806
77.12,7.17215,0.57761,-0.06022,0.12571,6.93991,0.58502,-0.06288,-0.66430,7.70494,0.56664,0.00381,0.64696,7.67762,0.56444,-0.06326,0.70466,7.28827,0.57624,0.06974,0.08284
77.16,7.30193,0.57624,-0.06365,-0.09726,7.05603,0.58200,-0.09223,-0.38839,7.69811,0.56691,0.02858,0.99605,7.73909,0.56279,-0.01277,0.82706,7.15166,0.57651,0.07870,0.07186
77.20,7.43172,0.57322,-0.08213,0.01231,7.18581,0.57679,-0.09985,0.05042,7.65030,0.56883,0.07622,1.34196,7.75959,0.56444,0.01753,0.59324,7.04920,0.58228,0.08956,-0.23105
77.24,7.51368,0.56856,-0.07432,0.39845,7.30876,0.57322,-0.08423,0.40268,7.56150,0.57158,0.13911,1.31192,7.74592,0.56499,0.02973,0.41446,6.93991,0.58557,0.05983,-0.52125
77.28,7.60248,0.56636,-0.04383,0.64445,7.43172,0.56993,-0.06231,0.59522,7.45221,0.57487,0.28202,-0.81635,7.67762,0.56636,0.04611,0.33877,6.87160,0.58667,0.03563,-0.55592
77.32,7.63663,0.56499,-0.01086,0.61719,7.55467,0.56773,-0.02896,0.57683,7.32926,0.60999,0.08823,-3.06609,7.60931,0.56883,0.05964,0.23872,6.85111,0.58804,0.01639,-0.58186
77.36,7.65713,0.56609,0.01048,0.46554,7.62980,0.56828,-0.01067,0.41075,7.20631,0.58337,-0.13815,-1.50976,7.47953,0.57185,0.05907,0.25685,6.85794,0.58831,-0.00858,-0.63016
77.40,7.62980,0.56664,0.01544,0.51106,7.67762,0.56718,0.00000,0.30859,7.06969,0.58365,-0.04592,0.53011,7.33609,0.57240,0.08118,0.21768,6.88527,0.58749,-0.03640,-0.62261
77.44,7.56150,0.56581,0.04859,0.60343,7.68445,0.56801,0.01334,0.22959,6.96723,0.58310,-0.00229,0.68851,7.19947,0.57871,0.09032,-0.11222,6.97406,0.58530,-0.06174,-0.52866
77.48,7.47953,0.57048,0.08213,0.32169,7.65713,0.56856,0.01963,0.15906,6.87844,0.58502,0.02534,0.23317,7.06286,0.58090,0.07317,-0.46276,7.07652,0.58228,-0.08041,-0.36589
77.52,7.37024,0.57459,0.07012,0.10044,7.59565,0.56993,0.02020,0.22893,6.82379,0.58612,0.01124,-0.28570,6.95357,0.58530,0.03773,-0.52839,7.18581,0.57871,-0.09204,-0.15377
77.56,7.26778,0.57487,0.07889,0.08773,7.50002,0.56965,0.03239,0.41181,6.81013,0.58612,-0.00991,-0.47255,6.85794,0.58200,0.03411,-0.63161,7.31560,0.57487,-0.09833,0.16978
77.60,7.14483,0.58063,0.08956,-0.16555,7.39756,0.57185,0.05945,0.44701,6.83745,0.58530,-0.03220,-0.48181,6.81013,0.58914,0.00724,-1.06804,7.43855,0.56965,-0.07698,0.43603
77.64,7.04237,0.58365,0.06631,-0.42425,7.28144,0.57487,0.07641,0.28451,6.89210,0.58337,-0.05031,-0.40480,6.79647,0.58557,-0.07889,-0.87682,7.54784,0.56856,-0.05088,0.41234
77.68,6.96723,0.58557,0.04745,-0.51331,7.14483,0.57844,0.08270,0.07477,6.99456,0.58118,-0.06479,-0.30542,6.80330,0.57926,-0.08861,-0.10335,7.62980,0.56636,-0.04135,0.32672
77.72,6.90576,0.58749,0.02496,-0.56320,7.03554,0.58173,0.07965,-0.10970,7.10385,0.57816,-0.07679,-0.15562,6.87160,0.57734,-0.06879,0.33334,7.69128,0.56526,-0.03163,0.40678
77.76,6.87160,0.58776,0.00000,-0.54017,6.93991,0.58447,0.07889,-0.39514,7.23363,0.57459,-0.07775,0.01204,6.94674,0.57459,-0.05355,0.50669,7.69811,0.56389,-0.01906,0.69354
77.80,6.88527,0.58722,-0.01944,-0.49200,6.86477,0.58914,0.05259,-0.76341,7.37024,0.57185,-0.07470,0.16925,7.05603,0.57212,-0.02325,0.42465,7.67762,0.56225,0.02515,0.90448
77.84,6.94674,0.58612,-0.03716,-0.47639,6.83745,0.58941,0.00724,-0.88780,7.47953,0.56856,-0.06650,0.37277,7.17898,0.57240,0.00476,-0.16607,7.62297,0.56526,0.08003,0.52787
77.88,7.00139,0.58447,-0.05812,-0.43365,6.84428,0.58886,-0.02268,-0.86266,7.58199,0.56609,-0.04669,0.58834,7.30193,0.57597,-0.03925,-0.63122,7.52734,0.57158,0.07260,0.02554
