T,M4 F1,M4 P1,M4 V1,M4 A1,M4 F2,M4 P2,M4 V2,M4 A2,M4 F3,M4 P3,M4 V3,M4 A3,M4 F4,M4 P4,M4 V4,M4 A4,M4 F5,M4 P5,M4 V5,M4 A5
28.92,5.41668,0.62646,0.07965,-1.25952,5.95630,0.61877,0.16007,-0.76434,7.15166,0.57597,0.10995,1.49573,6.59155,0.59819,0.18598,0.33784,5.72406,0.62042,0.12901,-0.87761
28.96,5.30056,0.62947,0.03182,-1.33879,5.60111,0.61850,0.12577,-0.59774,6.93991,0.58173,0.16921,1.14267,6.29100,0.60615,0.18960,-0.11552,5.52597,0.62536,0.08423,-1.13156
29.00,5.30739,0.62947,-0.02592,-1.41196,5.44400,0.62618,0.14044,-0.98745,6.65302,0.58996,0.21095,0.53832,5.97679,0.61383,0.17645,-0.56690,5.40985,0.62755,0.03011,-1.21175
29.04,5.38253,0.62755,-0.08632,-1.34421,5.21859,0.63414,0.06212,-1.66935,6.32516,0.59984,0.21723,-0.15403,5.70357,0.62097,0.14254,-0.96138,5.40302,0.62728,-0.01715,-1.20129
29.08,5.53280,0.62234,-0.14044,-1.08299,5.17078,0.63139,-0.02401,-1.70309,5.96996,0.60889,0.18713,-0.57921,5.51231,0.62563,0.09566,-1.23874,5.46450,0.62536,-0.05126,-1.44147
29.12,5.83335,0.61575,-0.17779,-0.67396,5.25958,0.63057,-0.08232,-1.48011,5.65575,0.61466,0.15397,-0.64154,5.38936,0.62892,0.03945,-1.39013,5.61477,0.62563,-0.13453,-1.54218
29.16,6.13390,0.60752,-0.19646,-0.19625,5.34155,0.62508,-0.13949,-1.20884,5.42351,0.61960,0.14825,-0.91784,5.34155,0.62892,-0.02077,-1.38854,5.86067,0.61466,-0.21228,-0.79054
29.20,6.39346,0.59929,-0.19284,0.27326,5.63526,0.61932,-0.18694,-0.75521,5.23909,0.62892,0.09261,-1.42004,5.41668,0.62700,-0.07470,-1.28453,6.12024,0.60505,-0.20790,0.20313
29.24,6.74182,0.59161,-0.17264,0.69315,5.97679,0.60889,-0.20447,-0.20471,5.17761,0.62810,0.01086,-1.43512,5.57379,0.62289,-0.12577,-1.09371,6.40029,0.59682,-0.16921,0.63095
29.28,7.03554,0.58502,-0.13682,1.07836,6.22953,0.60203,-0.19570,0.19426,5.24592,0.62728,-0.02344,-1.37782,5.80603,0.61658,-0.16540,-0.78948,6.68035,0.59243,-0.14139,0.65609
29.32,7.16532,0.58008,-0.08423,1.38047,6.65986,0.59353,-0.18655,0.53276,5.36887,0.62783,-0.08899,-1.46384,6.09974,0.60944,-0.19456,-0.33175,6.92625,0.58612,-0.12577,0.81224
29.36,7.28144,0.57789,-0.02058,1.51346,6.95357,0.58639,-0.15702,0.93399,5.60794,0.62042,-0.15645,-1.17218,6.40712,0.60011,-0.19780,0.26109,7.09702,0.58118,-0.08404,1.12864
29.40,7.31560,0.57844,0.04383,1.44783,7.13117,0.58036,-0.11071,1.29684,5.93581,0.61383,-0.18998,-0.66628,6.70767,0.59243,-0.16921,0.74978,7.19947,0.57898,-0.03011,1.33230
29.44,7.18581,0.58173,0.09947,1.24417,7.36341,0.57706,-0.04916,1.54006,6.24319,0.60533,-0.21571,0.01151,6.96723,0.58639,-0.13053,1.05255,7.19947,0.57871,0.02820,1.37346
29.48,6.98773,0.58667,0.14539,0.96720,7.35658,0.57624,0.01829,1.59498,6.59155,0.59462,-0.19132,0.71564,7.15166,0.58173,-0.08251,1.25714,7.10385,0.58118,0.08632,1.21797
29.52,6.74865,0.59380,0.17874,0.62156,7.26778,0.57844,0.08651,1.40945,6.89210,0.58914,-0.14254,1.04634,7.27461,0.57953,-0.02725,1.36472,6.91942,0.58612,0.13072,0.91692
29.56,6.44811,0.60148,0.19532,0.23780,7.17215,0.58365,0.13949,1.00399,7.10385,0.58392,-0.10214,1.20473,7.28144,0.57953,0.02916,1.38378,6.70767,0.59216,0.15988,0.59072
29.60,6.11341,0.60944,0.20428,-0.29430,6.85111,0.59051,0.16807,0.57153,7.26095,0.58036,-0.04802,1.34143,7.18581,0.58173,0.08785,1.26825,6.42078,0.59929,0.17722,0.25871
29.64,5.80603,0.61932,0.17512,-0.88516,6.54373,0.59792,0.17645,0.31852,7.30193,0.57981,0.01105,1.33746,7.02871,0.58694,0.13587,0.99671,6.12707,0.60670,0.18122,-0.11764
29.68,5.58745,0.62426,0.12291,-1.22432,6.25002,0.60423,0.18808,0.15840,7.24046,0.58173,0.06136,1.26600,6.78281,0.59298,0.17112,0.61348,5.86067,0.61383,0.17569,-0.65265
29.72,5.40302,0.62892,0.07089,-1.38140,5.83335,0.61246,0.20389,-0.32050,7.09018,0.58475,0.10995,1.20262,6.48226,0.60121,0.18827,0.14027,5.63526,0.62234,0.13186,-1.20473
29.76,5.27324,0.63030,0.00972,-1.42771,5.60111,0.62261,0.17188,-1.01643,6.83062,0.59023,0.16273,0.96376,6.20220,0.60889,0.18122,-0.31256,5.45767,0.62563,0.05907,-1.30120
29.80,5.35521,0.62947,-0.04592,-1.38140,5.39619,0.62728,0.10919,-1.44227,6.55057,0.59819,0.19856,0.42729,5.89483,0.61603,0.16083,-0.69407,5.39619,0.62536,0.01867,-1.17470
29.84,5.45767,0.62673,-0.10309,-1.24933,5.18444,0.63057,0.05412,-1.74888,6.21587,0.60697,0.20885,-0.37238,5.65575,0.62234,0.12405,-1.00862,5.40985,0.62700,-0.02039,-1.30041
29.88,5.60794,0.62097,-0.15149,-0.95476,5.23226,0.63304,-0.03297,-1.88081,5.88116,0.61740,0.15892,-0.95701,5.48499,0.62646,0.07394,-1.17377,5.50548,0.62508,-0.08556,-1.37901
29.92,5.92215,0.61411,-0.18389,-0.53911,5.28007,0.62810,-0.11834,-1.45127,5.60794,0.61905,0.11471,-1.12931,5.38936,0.62783,0.02916,-1.29393,5.68308,0.62014,-0.14844,-1.04832
29.96,6.22953,0.60560,-0.19723,-0.05214,5.40302,0.62206,-0.16445,-0.67052,5.40985,0.62618,0.07451,-1.35387,5.38936,0.62920,-0.02592,-1.44531,5.94264,0.61191,-0.18008,-0.44040
30.00,6.49592,0.59737,-0.18408,0.36298,5.75138,0.61301,-0.16350,-0.09025,5.27324,0.62646,0.00400,-1.47032,5.49182,0.62646,-0.09471,-1.37465,6.21587,0.60450,-0.17798,0.08218
30.04,6.80330,0.59106,-0.16769,0.75799,5.99729,0.60834,-0.14444,-0.12161,5.26641,0.62591,-0.05336,-1.34037,5.66942,0.62097,-0.14749,-1.00994,6.50275,0.59764,-0.16750,0.47043
30.08,7.06286,0.58310,-0.12786,1.21532,6.29100,0.60368,-0.17055,-0.22271,5.34838,0.62206,-0.10747,-1.07995,5.92898,0.61383,-0.17817,-0.53819,6.78281,0.59078,-0.14292,0.85856
30.12,7.19947,0.57981,-0.06269,1.47191,6.68718,0.59435,-0.18636,0.21001,5.50548,0.61658,-0.14101,-0.76619,6.21587,0.60615,-0.18941,-0.06656,6.98773,0.58530,-0.09699,1.14108
30.16,7.24729,0.57844,-0.00191,1.50526,6.88527,0.58722,-0.16426,0.89760,5.75138,0.61054,-0.16559,-0.52218,6.51641,0.59819,-0.18351,0.39659,7.13117,0.58228,-0.03582,1.06711
30.20,7.24046,0.57953,0.06136,1.39886,7.09018,0.57981,-0.10557,1.39767,6.04510,0.60313,-0.18293,-0.26969,6.79647,0.59078,-0.15721,0.82773,7.19947,0.58392,-0.00476,0.84744
30.24,7.11751,0.58365,0.11471,1.14770,7.24729,0.57844,-0.03430,1.47694,6.35931,0.59545,-0.18751,0.02541,7.01505,0.58502,-0.11338,1.14624,7.17898,0.58255,0.01315,1.01656
30.28,6.89893,0.58914,0.15568,0.81158,7.19264,0.57844,0.01220,1.48766,6.64619,0.58831,-0.18789,0.49253,7.17898,0.58145,-0.06060,1.32449,7.05603,0.58310,0.07089,1.28996
30.32,6.62570,0.59655,0.18179,0.40281,7.15166,0.57844,0.07679,1.59087,6.91259,0.57926,-0.15797,1.15882,7.24729,0.58008,-0.00381,1.38351,6.85794,0.58804,0.13301,1.16596
30.36,6.35931,0.60423,0.18998,-0.05743,6.99456,0.58365,0.15740,1.28294,7.10385,0.57377,-0.08270,1.55739,7.23363,0.58118,0.05259,1.33746,6.61204,0.59435,0.17950,0.63611
30.40,6.02461,0.61246,0.17722,-0.51278,6.69401,0.59325,0.18922,0.71657,7.19947,0.57377,-0.02287,1.67927,7.10385,0.58420,0.10824,1.13778,6.33199,0.60368,0.19017,-0.08152
30.44,5.72406,0.61905,0.14520,-0.87325,6.47543,0.59902,0.20790,0.23714,7.19264,0.57158,0.04516,1.84032,6.92625,0.59023,0.15149,0.74184,6.05193,0.61081,0.16559,-0.63095
30.48,5.56696,0.62426,0.10462,-1.14902,6.12024,0.60999,0.21418,-0.35795,7.13117,0.57597,0.14006,1.60371,6.65986,0.59737,0.16788,0.31984,5.79237,0.61713,0.13053,-0.93835
30.52,5.40302,0.62783,0.05183,-1.35811,5.79920,0.61795,0.17741,-0.87973,6.95357,0.58502,0.18541,1.04078,6.37297,0.60395,0.17264,-0.01985,5.60111,0.62152,0.08613,-1.09821
30.56,5.32105,0.62865,-0.00781,-1.44478,5.62843,0.62426,0.13358,-1.16874,6.69401,0.59078,0.22143,0.45733,6.09291,0.61136,0.16750,-0.37979,5.45767,0.62399,0.04135,-1.19349
30.60,5.41668,0.62728,-0.06917,-1.36909,5.38253,0.62865,0.08327,-1.40164,6.41395,0.60341,0.23153,-0.28570,5.82652,0.61795,0.14501,-0.78194,5.40302,0.62508,-0.01010,-1.24920
30.64,5.55329,0.62289,-0.12348,-1.11356,5.30739,0.63139,0.02172,-1.58704,6.11341,0.61191,0.18446,-0.67383,5.60794,0.62371,0.10252,-1.11673,5.45767,0.62316,-0.06155,-1.20579
30.68,5.73089,0.61685,-0.16197,-0.73642,5.38253,0.63085,-0.05050,-1.58241,5.80603,0.61713,0.15549,-0.59800,5.45084,0.62646,0.04935,-1.28691,5.58062,0.62014,-0.11071,-1.02966
30.72,6.03144,0.60944,-0.18446,-0.28372,5.39619,0.62700,-0.11376,-1.33495,5.57379,0.62289,0.15111,-0.82045,5.40985,0.62755,-0.00343,-1.34620,5.77871,0.61411,-0.15168,-0.65054
30.76,6.35931,0.60148,-0.18655,0.21345,5.63526,0.62124,-0.16197,-0.94868,5.39619,0.63085,0.11033,-1.47204,5.45084,0.62646,-0.06174,-1.28479,6.03144,0.60697,-0.16559,-0.18645
30.80,6.61887,0.59380,-0.16731,0.68454,5.91532,0.61328,-0.18998,-0.51794,5.30739,0.63359,0.02401,-1.91799,5.57379,0.62234,-0.11186,-1.06354,6.31149,0.60039,-0.16369,0.22734
30.84,6.87160,0.58722,-0.12500,0.98374,6.14073,0.60560,-0.20066,-0.12320,5.30739,0.63249,-0.06212,-1.86559,5.78554,0.61713,-0.15054,-0.73099,6.57106,0.59353,-0.14654,0.58927
30.88,7.09702,0.58392,-0.08137,1.10086,6.50958,0.59737,-0.20790,0.43920,5.40985,0.62838,-0.13853,-1.41143,6.04510,0.60972,-0.17207,-0.33480,6.81696,0.58804,-0.11452,0.86531
30.92,7.21314,0.58090,-0.03945,1.23504,6.77598,0.58694,-0.16578,1.00372,5.60111,0.62042,-0.18541,-0.69209,6.31832,0.60286,-0.17703,0.06736,7.00822,0.58365,-0.06631,0.92075
30.96,7.20631,0.58008,0.01734,1.34037,6.95357,0.58420,-0.11853,1.35175,5.85384,0.61164,-0.18522,-0.16502,6.61887,0.59517,-0.16826,0.50338,7.13800,0.58420,-0.04345,1.03615
31.00,7.16532,0.58228,0.07470,1.26878,7.18581,0.57706,-0.05774,1.64235,6.14073,0.60588,-0.18484,0.04909,6.87844,0.58859,-0.13625,0.91308,7.16532,0.57953,-0.00229,1.48329
31.04,7.04237,0.58639,0.12367,1.04938,7.20631,0.57871,0.02230,1.66868,6.47543,0.59709,-0.18427,0.29655,7.06286,0.58392,-0.09204,1.21770,7.10385,0.58145,0.08975,1.54972
31.08,6.76231,0.59243,0.16273,0.70334,7.16532,0.57981,0.08289,1.46847,6.74865,0.59051,-0.16769,0.66575,7.19947,0.58063,-0.03278,1.34871,6.96723,0.58776,0.15645,0.84850
31.12,6.48909,0.60011,0.18217,0.28345,7.09702,0.58502,0.14368,1.12573,6.98089,0.58283,-0.12958,1.00730,7.24046,0.58145,0.02401,1.26428,6.75548,0.59709,0.15435,0.17124
31.16,6.23636,0.60752,0.18484,-0.14834,6.82379,0.59188,0.18484,0.55341,7.17215,0.57981,-0.07965,1.17681,7.17898,0.58310,0.06841,1.13791,6.50958,0.60011,0.14330,0.04790
31.20,5.92215,0.61520,0.17322,-0.63942,6.57789,0.60231,0.17588,0.19545,7.22680,0.57679,-0.03430,1.28638,7.03554,0.58667,0.11548,0.96892,6.23636,0.60697,0.16026,-0.07503
31.24,5.64892,0.62234,0.13529,-1.12917,6.31149,0.60450,0.18503,0.09806,7.20631,0.57651,0.02344,1.35440,6.82379,0.59270,0.15111,0.66893,5.96996,0.61411,0.15111,-0.46990
31.28,5.50548,0.62700,0.07298,-1.36697,5.92898,0.61520,0.22295,-0.74740,7.09702,0.57871,0.07946,1.27540,6.55740,0.59929,0.17169,0.28848,5.73772,0.61987,0.12157,-0.86028
31.32,5.38253,0.62783,0.01544,-1.33534,5.68991,0.62892,0.12481,-1.53185,6.89210,0.58310,0.12977,1.05904,6.26368,0.60697,0.17512,-0.12995,5.56013,0.62426,0.07641,-1.11025
31.36,5.35521,0.62783,-0.03354,-1.25925,5.47816,0.62426,0.04135,-1.09292,6.62570,0.58941,0.16864,0.69368,5.99045,0.61383,0.16121,-0.54216,5.46450,0.62618,0.02649,-1.19785
31.40,5.44400,0.62536,-0.08461,-1.16332,5.25958,0.62728,0.05412,-0.93306,6.33882,0.59709,0.19113,0.15919,5.73772,0.62042,0.13053,-0.90792,5.45084,0.62618,-0.02191,-1.21651
31.44,5.64892,0.62097,-0.13129,-0.94576,5.27324,0.63222,-0.00286,-1.35480,6.01095,0.60560,0.18503,-0.45826,5.56013,0.62481,0.08442,-1.15524,5.53280,0.62399,-0.06365,-1.32198
31.48,5.86750,0.61438,-0.16483,-0.60065,5.30056,0.62783,-0.07508,-1.37544,5.72406,0.61274,0.15340,-0.98890,5.44400,0.62728,0.03354,-1.27196,5.68308,0.62261,-0.13320,-1.23716
31.52,6.11341,0.60725,-0.18160,-0.17957,5.39619,0.62481,-0.12310,-1.14082,5.49182,0.61932,0.09032,-1.13275,5.42351,0.62755,-0.01982,-1.30385,5.88116,0.61301,-0.19017,-0.54242
31.56,6.45494,0.59929,-0.18027,0.27313,5.68308,0.61822,-0.16998,-0.74912,5.33471,0.61905,0.04440,-0.86637,5.50548,0.62563,-0.07241,-1.25820,6.14073,0.60423,-0.17569,0.15033
31.60,6.73499,0.59216,-0.15873,0.69553,5.92215,0.60999,-0.18484,-0.30052,5.28007,0.62097,0.03716,-0.91083,5.64892,0.62179,-0.12348,-1.09569,6.42078,0.59902,-0.15492,0.35213
31.64,6.92625,0.58612,-0.12196,1.03892,6.24319,0.60313,-0.18865,0.04592,5.29373,0.62426,-0.01544,-1.22101,5.86750,0.61575,-0.16979,-0.68653,6.67352,0.59270,-0.14673,0.49915
31.68,7.13117,0.58200,-0.07241,1.27659,6.62570,0.59490,-0.18522,0.47798,5.43717,0.62014,-0.07756,-1.17496,6.14073,0.60697,-0.18446,-0.12505,6.89893,0.58667,-0.12386,0.81383
31.72,7.24729,0.58008,-0.01563,1.37676,6.82379,0.58722,-0.15340,0.95569,5.65575,0.61685,-0.11605,-0.93716,6.42078,0.60011,-0.17398,0.32289,7.05603,0.58228,-0.08575,1.21162
31.76,7.19264,0.58063,0.04364,1.30756,7.10385,0.58200,-0.10328,1.29591,5.92215,0.61109,-0.15416,-0.59641,6.70084,0.59298,-0.15492,0.67435,7.13117,0.57871,-0.02077,1.44544
31.80,7.11068,0.58392,0.09394,1.09609,7.28144,0.57871,-0.04364,1.46344,6.22270,0.60368,-0.16807,-0.14040,6.93991,0.58722,-0.12043,0.99526,7.12434,0.58063,0.04497,1.30636
31.84,6.96040,0.58859,0.13167,0.85009,7.24046,0.57844,0.01887,1.46675,6.56423,0.59709,-0.16502,0.31680,7.11068,0.58283,-0.07241,1.22194,7.04237,0.58337,0.08689,1.04276
31.88,6.67352,0.59462,0.16254,0.56637,7.24729,0.58036,0.07737,1.34196,6.81696,0.58996,-0.14368,0.78472,7.20631,0.58118,-0.01677,1.29207,6.88527,0.58749,0.12596,0.79808
31.92,6.40029,0.60203,0.17912,0.20908,7.10385,0.58475,0.13053,1.08273,7.03554,0.58475,-0.09909,1.14836,7.19264,0.58173,0.03449,1.24417,6.65302,0.59380,0.15321,0.50299
31.96,6.14073,0.60917,0.18465,-0.27286,6.80330,0.59133,0.16826,0.69315,7.19947,0.58173,-0.04459,1.31338,7.12434,0.58392,0.08442,1.11938,6.40029,0.60039,0.16502,0.21424
32.00,5.85384,0.61795,0.16007,-0.80298,6.58472,0.59874,0.18846,0.22231,7.22680,0.58118,0.01201,1.28996,6.96040,0.58859,0.12901,0.85962,6.12707,0.60697,0.17150,-0.13511
32.04,5.60111,0.62289,0.11090,-1.10827,6.25002,0.60697,0.18865,-0.29033,7.17215,0.58283,0.06269,1.13936,6.72816,0.59490,0.15626,0.50841,5.87433,0.61438,0.16388,-0.67396
32.08,5.45767,0.62646,0.06517,-1.24165,5.89483,0.61493,0.16178,-0.70029,7.02871,0.58639,0.10728,0.89720,6.46177,0.60148,0.16979,0.13524,5.65575,0.62179,0.11700,-1.16384
32.12,5.39619,0.62838,0.01181,-1.33071,5.67625,0.62042,0.12024,-0.83950,6.81013,0.59243,0.12920,0.74740,6.17488,0.60889,0.16864,-0.26704,5.52597,0.62453,0.05031,-1.20712
32.16,5.39619,0.62755,-0.04421,-1.31814,5.42351,0.62344,0.09661,-0.99036,6.53690,0.59600,0.16273,0.65967,5.90166,0.61575,0.14692,-0.62725,5.45767,0.62399,0.01734,-1.14161
32.20,5.49182,0.62481,-0.09871,-1.16067,5.30056,0.62920,0.05107,-1.33693,6.22270,0.60533,0.19665,0.19902,5.69674,0.62097,0.11395,-0.88820,5.46450,0.62646,-0.02630,-1.32039
32.24,5.72406,0.61932,-0.14292,-0.83805,5.32105,0.62865,-0.02115,-1.46688,5.93581,0.61328,0.18732,-0.50008,5.53280,0.62481,0.07718,-1.15445,5.58062,0.62344,-0.09928,-1.23610
32.28,5.95630,0.61274,-0.16826,-0.43987,5.32105,0.62591,-0.06612,-1.52378,5.68308,0.62042,0.16540,-1.35268,5.44400,0.62783,0.02306,-1.40667,5.76504,0.61713,-0.14177,-0.77281
32.32,6.21587,0.60533,-0.17760,-0.04380,5.52597,0.62508,-0.14444,-1.39383,5.46450,0.63002,0.06403,-1.81557,5.46450,0.62728,-0.04478,-1.41223,5.97679,0.61109,-0.15854,-0.31349
32.36,6.53690,0.59792,-0.16883,0.29999,5.77187,0.61466,-0.21418,-0.44053,5.35521,0.62426,-0.01353,-1.49004,5.56013,0.62371,-0.10061,-1.14082,6.24319,0.60423,-0.16273,0.07225
32.40,6.81013,0.59188,-0.15511,0.67237,5.97679,0.60395,-0.19227,0.70903,5.34838,0.62673,-0.04497,-1.28731,5.73772,0.61850,-0.13739,-0.79094,6.51641,0.59764,-0.15283,0.44145
32.44,6.96723,0.58475,-0.12005,1.12745,6.35931,0.59655,-0.11014,0.80960,5.39619,0.62261,-0.11052,-1.16371,5.98362,0.61246,-0.16293,-0.43470,6.74865,0.59161,-0.12843,0.79478
32.48,7.14483,0.58118,-0.05793,1.40098,6.63253,0.59847,-0.09299,0.13432,5.56013,0.61685,-0.14959,-0.82164,6.24319,0.60505,-0.17417,-0.03083,6.95357,0.58667,-0.08670,1.03760
32.52,7.21997,0.58036,0.00191,1.41620,6.81696,0.59188,-0.13587,0.20154,5.79920,0.60999,-0.17455,-0.50855,6.53007,0.59792,-0.16693,0.40149,7.09018,0.58392,-0.03030,0.94206
32.56,7.15849,0.58145,0.05907,1.29141,7.08335,0.58420,-0.10709,0.95212,6.05193,0.60258,-0.18713,-0.23409,6.76915,0.59106,-0.14082,0.79478,7.15166,0.58584,-0.00648,0.75746
32.60,7.03554,0.58530,0.10843,1.05255,7.13800,0.58200,-0.04478,1.42189,6.35931,0.59490,-0.19399,0.08879,6.98089,0.58612,-0.09871,1.06433,7.11068,0.58392,0.00915,1.00756
32.64,6.85794,0.59051,0.14578,0.73523,7.13117,0.58036,0.02877,1.38020,6.63936,0.58694,-0.18903,0.62169,7.12434,0.58310,-0.05202,1.21863,6.98773,0.58447,0.06898,1.33045
32.68,6.60521,0.59737,0.16979,0.34551,7.12434,0.58557,0.07584,1.04117,6.87160,0.57871,-0.15435,1.32343,7.18581,0.58173,0.00114,1.27553,6.81696,0.58886,0.14025,1.08564
32.72,6.29783,0.60478,0.17379,-0.06312,6.88527,0.58749,0.09661,0.97699,7.04237,0.57212,-0.06517,1.60384,7.15166,0.58310,0.05507,1.18409,6.57789,0.59737,0.17341,0.39593
32.76,6.02461,0.61164,0.16426,-0.46024,6.65986,0.59133,0.15492,0.87814,7.13800,0.57487,-0.00191,1.35427,7.04237,0.58639,0.10157,0.94365,6.31832,0.60423,0.16597,-0.21345
32.80,5.80603,0.61850,0.13701,-0.84202,6.44128,0.60121,0.18255,0.42385,7.13800,0.57377,0.02763,1.37081,6.86477,0.59188,0.13129,0.66165,6.06559,0.61081,0.14654,-0.58808
32.84,5.56013,0.62316,0.09356,-1.12653,6.07242,0.60670,0.18903,-0.08549,7.05603,0.57514,0.09356,1.62846,6.61887,0.59709,0.15264,0.39805,5.81969,0.61630,0.11510,-0.82653
32.88,5.43717,0.62618,0.04268,-1.28771,5.86750,0.61658,0.18027,-0.69989,6.87160,0.58008,0.18217,1.35162,6.35248,0.60423,0.16636,0.05267,5.62843,0.62014,0.07889,-0.99420
32.92,5.43717,0.62673,-0.01315,-1.32568,5.63526,0.62289,0.12824,-1.17231,6.65986,0.59216,0.21838,0.63929,6.07925,0.61109,0.16045,-0.37661,5.51231,0.62289,0.03487,-1.12137
32.96,5.48499,0.62508,-0.06727,-1.23491,5.43034,0.62673,0.07413,-1.34421,6.37980,0.59819,0.22810,-0.01469,5.82652,0.61767,0.13606,-0.79769,5.47816,0.62316,-0.01467,-1.14082
33.00,5.58062,0.62124,-0.11681,-1.00095,5.41668,0.62865,0.01944,-1.42930,6.09291,0.61081,0.21971,-0.66139,5.64892,0.62261,0.09280,-1.10893,5.50548,0.62152,-0.06003,-1.05255
33.04,5.82652,0.61520,-0.15130,-0.64789,5.40985,0.62865,-0.04154,-1.43009,5.84701,0.61822,0.15645,-0.84453,5.50548,0.62536,0.04116,-1.24536,5.62843,0.61822,-0.10080,-0.88569
33.08,6.08608,0.60862,-0.16979,-0.24084,5.47133,0.62536,-0.10195,-1.24787,5.62160,0.62124,0.13758,-0.73536,5.47133,0.62591,-0.01162,-1.23676,5.84018,0.61328,-0.13453,-0.60885
33.12,6.31832,0.60121,-0.17245,0.21054,5.73089,0.61987,-0.14635,-0.91678,5.44400,0.62892,0.11700,-1.06102,5.51914,0.62426,-0.06022,-1.13725,6.05876,0.60697,-0.15340,-0.23012
33.16,6.61887,0.59408,-0.15378,0.65596,5.92215,0.61328,-0.17722,-0.51662,5.37570,0.63139,0.07470,-1.81173,5.64892,0.62097,-0.10423,-0.96879,6.31832,0.60039,-0.15378,0.16952
33.20,6.87844,0.58804,-0.11281,0.92525,6.18171,0.60505,-0.18960,-0.05928,5.39619,0.63825,-0.04078,-2.23043,5.84701,0.61575,-0.14139,-0.69182,6.57789,0.59408,-0.13682,0.49611
33.24,7.02188,0.58530,-0.07317,1.02781,6.53690,0.59737,-0.17912,0.34207,5.47816,0.62783,-0.15054,-1.57036,6.08608,0.60917,-0.16369,-0.30304,6.79647,0.58914,-0.11014,0.73959
33.28,7.13800,0.58228,-0.03335,1.15286,6.72133,0.59078,-0.16464,0.78419,5.65575,0.62206,-0.16807,-0.76990,6.34565,0.60203,-0.16712,0.12836,6.98089,0.58530,-0.07908,1.01537
33.32,7.16532,0.58200,0.01982,1.23292,6.96040,0.58283,-0.11529,1.18621,5.88800,0.61520,-0.19189,-0.34922,6.62570,0.59517,-0.15206,0.53038,7.06969,0.58255,-0.03582,1.37703
33.36,7.11068,0.58392,0.07165,1.15366,7.14483,0.58173,-0.06422,1.42533,6.16805,0.60642,-0.19894,0.07940,6.85111,0.58941,-0.12157,0.85035,7.11068,0.58090,0.03811,1.50446
33.40,6.93308,0.58804,0.11605,0.95331,7.13117,0.57706,0.00133,1.55488,6.44811,0.59847,-0.18732,0.50312,7.03554,0.58530,-0.08346,1.11938,7.04920,0.58530,0.11471,0.96006
33.44,6.72816,0.59353,0.14997,0.67105,7.15166,0.58145,0.07336,1.38761,6.70767,0.59078,-0.15549,0.85393,7.14483,0.58200,-0.02820,1.26706,6.91942,0.59353,0.11681,0.35120
33.48,6.50275,0.60039,0.17207,0.30886,7.01505,0.58475,0.10976,1.23729,6.93308,0.58584,-0.11510,1.08180,7.16532,0.58310,0.02668,1.19375,6.72816,0.59462,0.11376,0.33665
33.52,6.18854,0.60780,0.17779,-0.14503,6.76231,0.58941,0.16102,1.22710,7.08335,0.58118,-0.06498,1.18422,7.09702,0.58475,0.06822,1.05917,6.47543,0.60066,0.14635,0.29549
33.56,5.92215,0.61520,0.16350,-0.66258,6.57789,0.59627,0.23133,0.65199,7.13800,0.58063,-0.01410,1.12798,6.96723,0.58831,0.11186,0.87986,6.21587,0.60752,0.15378,-0.07874
33.60,5.73772,0.62179,0.12367,-1.12070,6.25002,0.61054,0.23858,-0.49624,7.13800,0.58063,0.02458,1.06327,6.76231,0.59408,0.14368,0.57431,5.98362,0.61383,0.13987,-0.48883
33.64,5.53963,0.62591,0.06326,-1.30663,5.94947,0.61795,0.17855,-1.35744,7.03554,0.58228,0.06879,1.01921,6.51641,0.60039,0.15950,0.21504,5.77187,0.61905,0.11090,-0.81793
33.68,5.42351,0.62646,0.00934,-1.23702,5.75821,0.62481,0.10785,-1.62197,6.85794,0.58612,0.11109,0.84612,6.25002,0.60725,0.16121,-0.16316,5.59428,0.62316,0.07032,-1.03032
33.72,5.47133,0.62618,-0.03430,-1.15220,5.47133,0.62700,0.02973,-1.32833,6.62570,0.59161,0.14177,0.52403,5.99045,0.61383,0.14597,-0.52482,5.51231,0.62481,0.02382,-1.13288
33.76,5.53280,0.62399,-0.08137,-1.07095,5.34155,0.62591,-0.01239,-0.72067,6.32516,0.59792,0.15645,0.10322,5.75821,0.61932,0.11776,-0.83712,5.51231,0.62453,-0.01563,-1.28321
33.80,5.66258,0.61960,-0.12462,-0.87364,5.35521,0.62399,-0.01201,-0.50603,6.03144,0.60478,0.15187,-0.34737,5.59428,0.62371,0.07641,-1.07227,5.58062,0.62481,-0.07965,-1.34355
33.84,5.91532,0.61356,-0.15549,-0.55685,5.31422,0.62536,-0.02039,-1.00584,5.79237,0.61109,0.12177,-0.64074,5.49182,0.62563,0.02820,-1.20341,5.71723,0.61850,-0.14635,-0.87616
33.88,6.18854,0.60670,-0.17150,-0.16131,5.49182,0.62563,-0.09890,-1.38192,5.56013,0.61411,0.09452,-0.76871,5.49182,0.62591,-0.02096,-1.27196,5.93581,0.61054,-0.15568,-0.25963
33.92,6.43445,0.59929,-0.16998,0.27750,5.71723,0.61658,-0.16293,-1.01947,5.40985,0.61877,0.06479,-0.95529,5.56013,0.62426,-0.07603,-1.23544,6.18171,0.60560,-0.14940,-0.00688
33.96,6.69401,0.59243,-0.14844,0.68918,5.92215,0.61081,-0.18503,-0.44066,5.34155,0.62042,0.01029,-0.97832,5.72406,0.61987,-0.12920,-0.95410,6.42761,0.59929,-0.15225,0.13564
