T,M4 F1,M4 P1,M4 V1,M4 A1,M4 F2,M4 P2,M4 V2,M4 A2,M4 F3,M4 P3,M4 V3,M4 A3,M4 F4,M4 P4,M4 V4,M4 A4,M4 F5,M4 P5,M4 V5,M4 A5
2.24,1.61886,0.71783,-0.18484,-6.27484,1.43443,0.72853,0.13720,-7.75455,6.06559,0.62344,0.95221,-0.84268,5.05466,0.64319,0.78166,-2.38697,2.71859,0.69643,0.13358,-5.31213
2.28,2.43853,0.70466,-0.43256,-5.46881,2.06968,0.73155,-0.11395,-6.66918,4.28280,0.65636,0.88037,-2.78965,3.90711,0.67338,0.64427,-3.94701,2.75957,0.69752,-0.09490,-5.26396
2.32,3.49045,0.68188,-0.63741,-4.16946,1.76230,0.72057,-0.36987,-5.83391,4.00957,0.69615,0.74050,-4.85678,3.08061,0.69643,0.45219,-5.06057,2.88252,0.68820,-0.30660,-4.65353
2.36,4.21449,0.65170,-0.77937,-2.45565,2.75957,0.70164,-0.59491,-4.67126,2.54782,0.72057,0.46743,-6.30170,2.32241,0.71070,0.22543,-5.75226,3.51094,0.67146,-0.47563,-3.70948
2.40,5.84018,0.61713,-0.84378,-0.46805,3.90711,0.67008,-0.75155,-3.29939,1.83061,0.73073,0.23172,-7.35650,2.19946,0.71454,-0.01410,-6.17374,4.48089,0.64950,-0.61340,-2.44679
2.44,7.02188,0.58118,-0.81806,1.54125,4.84291,0.64045,-0.86150,-1.74186,2.26093,0.74609,-0.14730,-7.56638,2.47268,0.71042,-0.27459,-6.23858,5.36204,0.62014,-0.68505,-0.84056
2.48,8.28554,0.54880,-0.70715,3.23322,6.50275,0.59956,-0.91162,0.31892,2.00820,0.71618,-0.46019,-5.79395,2.97815,0.69368,-0.54842,-5.31319,6.57789,0.59188,-0.67647,0.70823
2.52,9.65850,0.52356,-0.54918,4.61819,7.86205,0.56307,-0.84054,2.50475,3.12842,0.70027,-0.57834,-4.48375,4.01640,0.66377,-0.74393,-3.25982,7.75276,0.56499,-0.62388,2.15156
2.56,9.84976,0.50325,-0.33824,5.83722,8.86615,0.53042,-0.70067,4.43783,3.88662,0.67585,-0.79062,-3.57702,5.15712,0.62947,-0.81443,-0.98189,8.53145,0.53974,-0.50459,3.54896
2.60,10.59429,0.49365,-0.06003,6.40068,10.08883,0.50435,-0.47696,6.04564,5.04100,0.63496,-0.92953,-1.32238,6.37297,0.59600,-0.80052,0.85882,9.37161,0.52301,-0.33271,4.69005
2.64,10.75140,0.49886,0.21209,5.98834,10.49184,0.49035,-0.19684,6.98029,6.74865,0.59435,-0.90438,1.15763,7.73909,0.56444,-0.73631,2.41939,9.78828,0.51176,-0.11910,5.43599
2.68,9.59019,0.51313,0.42742,5.20481,10.60796,0.48761,0.11243,6.92736,7.62297,0.56087,-0.80491,3.02838,8.78418,0.53535,-0.61549,4.03118,9.71314,0.51176,0.13282,5.33595
2.72,9.26232,0.53316,0.62712,4.24251,10.43719,0.49968,0.40074,5.63489,8.92079,0.52932,-0.66085,4.70619,9.63801,0.51148,-0.40017,5.24623,9.54921,0.52438,0.33766,4.43068
2.76,8.23773,0.56389,0.79100,2.61485,9.37161,0.52246,0.60235,3.44469,10.12981,0.50435,-0.42227,5.99694,10.26642,0.50325,-0.16807,5.72156,8.87981,0.54084,0.48744,3.36966
2.80,6.40712,0.59929,0.86836,0.23025,8.60658,0.55401,0.65856,1.70865,10.01369,0.49392,-0.14330,6.26729,10.28009,0.49804,0.06784,5.78032,7.97134,0.56389,0.60787,2.19456
2.84,5.57379,0.63853,0.80815,-2.14785,7.41805,0.57679,0.66180,1.71765,10.51916,0.49337,0.12043,5.56647,10.06834,0.50791,0.31480,5.24015,7.04237,0.59106,0.67495,0.72663
2.88,4.28963,0.66652,0.66409,-3.77088,5.73772,0.60121,0.79500,1.57870,10.44402,0.50737,0.29727,5.05078,9.46041,0.52575,0.49983,4.28247,5.82652,0.62014,0.67495,-0.95410
2.92,2.99181,0.69176,0.49373,-4.95008,4.74728,0.64237,0.85502,-0.40361,9.11888,0.51916,0.46134,5.58738,8.38117,0.54825,0.66237,3.06252,4.82925,0.64786,0.59358,-2.52552
2.96,2.64345,0.70823,0.26449,-5.84754,3.62023,0.66816,0.88818,-5.04774,8.49046,0.53728,0.73897,5.70383,7.32926,0.58036,0.76641,1.28638,4.00957,0.66899,0.46191,-3.78465
3.00,2.20629,0.71426,0.00229,-6.07740,2.46585,0.73457,0.44781,-9.28006,7.39756,0.57020,1.13590,1.20341,6.09974,0.61301,0.77480,-0.73126,3.21039,0.68627,0.28374,-4.74205
3.04,2.32241,0.70768,-0.24582,-5.62258,2.27460,0.70932,-0.11929,-7.54997,5.68991,0.65856,0.88075,-4.17806,4.76777,0.64511,0.69858,-2.55477,2.97815,0.69341,0.06212,-5.09710
3.08,2.95766,0.69341,-0.45962,-4.72895,2.03552,0.70164,-0.19913,-4.45278,4.78826,0.64457,0.51240,-3.55188,3.82515,0.67063,0.55909,-4.03832,2.98498,0.69066,-0.14787,-4.79485
3.12,3.38116,0.66981,-0.63455,-3.47407,2.26093,0.69780,-0.33862,-3.94265,3.58608,0.67530,0.60101,-2.65481,2.98498,0.69149,0.36720,-5.15876,3.17624,0.68051,-0.33119,-4.13651
3.16,4.87706,0.64072,-0.74850,-1.89060,3.19673,0.67804,-0.51412,-3.67071,2.59563,0.70411,0.47029,-5.00844,2.45902,0.70219,0.12253,-5.60247,3.95493,0.66322,-0.48249,-3.26657
3.20,6.17488,0.60780,-0.79424,-0.07384,3.94127,0.65472,-0.66409,-2.85013,2.48634,0.72277,0.13872,-6.38957,2.50001,0.70054,-0.10957,-5.30658,4.78826,0.64127,-0.60425,-2.05681
3.24,6.93308,0.57432,-0.75517,1.78130,5.19810,0.62316,-0.76032,-1.41157,1.85110,0.70713,-0.08194,-6.79423,2.71859,0.69149,-0.30032,-4.87902,5.70357,0.61274,-0.66218,-0.46289
3.28,8.62024,0.54523,-0.64446,3.44416,6.61887,0.59216,-0.79233,0.46580,2.56148,0.72085,-0.38778,-6.94734,3.40848,0.67749,-0.49983,-4.28485,6.89893,0.58557,-0.64122,1.16014
3.32,9.51506,0.52109,-0.47620,4.91422,7.61614,0.55621,-0.72640,2.44163,3.44263,0.68051,-0.75212,-4.45794,4.40575,0.65115,-0.67571,-2.88202,7.84155,0.55978,-0.56233,2.59275
3.36,9.72681,0.50435,-0.23438,5.86461,8.94811,0.53151,-0.58024,4.02562,3.75684,0.64539,-0.77690,-1.23107,5.43034,0.61960,-0.75155,-0.92102,8.63391,0.53865,-0.42551,3.75342
3.40,10.45768,0.50215,0.02077,6.02645,9.80877,0.50929,-0.40017,5.36798,5.49182,0.61740,-0.75536,0.08059,6.73499,0.58831,-0.74317,0.96839,9.34429,0.52438,-0.24677,4.47832
3.44,10.18446,0.50654,0.26373,5.61199,10.02735,0.49612,-0.13739,6.22958,6.83062,0.58804,-0.75841,1.02132,7.91669,0.55813,-0.66561,2.62795,9.54238,0.51889,-0.05831,4.86393
3.48,9.50139,0.52328,0.49259,4.52675,10.44402,0.49804,0.13568,6.11736,7.50002,0.55484,-0.71363,2.66182,8.85932,0.53288,-0.52212,3.95760,9.53555,0.51862,0.15397,4.83283
3.52,8.91396,0.54880,0.64427,2.94197,10.04101,0.50901,0.36568,5.49753,9.17352,0.52630,-0.55356,4.51908,9.71314,0.51532,-0.33957,4.96781,9.22817,0.53151,0.35386,4.10899
3.56,7.60931,0.57734,0.72278,1.39039,9.21451,0.52712,0.58386,4.50161,9.93172,0.50874,-0.32699,5.75716,10.06834,0.50435,-0.11681,5.65924,8.45631,0.54907,0.49697,2.95176
3.60,6.42761,0.60780,0.75327,-0.15178,8.51095,0.55731,0.74907,2.90716,10.00003,0.49941,-0.07260,6.29614,10.02735,0.50490,0.13396,5.72593,7.68445,0.57267,0.59301,1.64235
3.64,5.31422,0.63963,0.71687,-1.81160,7.13117,0.59051,0.82320,1.04514,10.44402,0.50105,0.21495,5.82650,9.78828,0.51587,0.36396,5.10133,6.67352,0.59847,0.62921,0.27286
3.68,3.95493,0.66734,0.61206,-3.48545,5.79237,0.62481,0.83178,-0.90554,9.95222,0.52054,0.41751,4.70672,9.05057,0.53481,0.56366,3.82951,5.53963,0.62453,0.61416,-1.10932
3.72,3.36066,0.69176,0.42380,-4.78639,4.81559,0.65883,0.76965,-3.21417,9.12571,0.53673,0.56214,3.98076,8.06013,0.56362,0.68657,2.09029,4.73362,0.64896,0.54785,-2.62173
3.76,2.69809,0.70192,0.20332,-5.42620,3.49728,0.69176,0.56900,-5.25907,8.40850,0.56170,0.75822,2.65044,7.00822,0.59243,0.72888,0.34512,3.87296,0.67118,0.40379,-4.01794
3.80,2.20629,0.70713,-0.00877,-5.87745,2.79372,0.70658,0.30203,-6.11379,6.82379,0.60203,0.83349,0.06471,5.76504,0.62371,0.70944,-1.28612,3.25137,0.68353,0.19951,-4.70977
3.84,2.85520,0.70438,-0.28355,-5.74644,2.50001,0.71481,0.04916,-6.07727,5.74455,0.63551,0.73764,-2.00970,4.67214,0.65143,0.62064,-2.74374,3.17624,0.68655,0.00019,-4.66848
3.88,3.23088,0.68298,-0.51698,-4.41692,2.22678,0.71015,-0.19341,-5.62271,4.76777,0.66021,0.62902,-3.12498,3.77733,0.67475,0.48420,-3.99465,3.14208,0.68271,-0.17969,-4.33302
3.92,3.81832,0.65883,-0.64732,-2.69543,2.78689,0.69835,-0.40436,-4.93671,3.18307,0.68600,0.49525,-4.22689,3.02596,0.69204,0.29288,-4.96066,3.52460,0.67228,-0.35291,-3.73886
3.96,5.37570,0.63002,-0.72525,-1.03165,3.49045,0.67777,-0.60254,-3.81442,2.87569,0.70246,0.29727,-5.31160,2.73908,0.69917,0.07070,-5.42501,4.31695,0.65335,-0.49182,-2.77920
4.00,6.34565,0.59874,-0.73364,0.67158,4.30329,0.64786,-0.73231,-2.07110,2.54099,0.71179,0.04840,-5.82663,2.79372,0.69780,-0.15740,-5.35461,5.05466,0.63139,-0.58386,-1.54456
4.04,7.34975,0.56856,-0.66542,2.19496,5.74455,0.61658,-0.78033,-0.00397,2.01503,0.70603,-0.19970,-5.52571,3.09427,0.68655,-0.37825,-4.65101,6.09291,0.60505,-0.62312,-0.08099
4.08,8.74320,0.54414,-0.54689,3.43688,6.78964,0.58228,-0.73135,1.94314,2.95766,0.69396,-0.40322,-4.80941,3.89345,0.66597,-0.55147,-3.33234,7.13800,0.57926,-0.59301,1.44505
4.12,9.33746,0.52383,-0.38969,4.55309,7.80740,0.55456,-0.59472,3.11624,3.57241,0.67393,-0.59320,-3.75487,4.79510,0.63990,-0.65284,-1.74623,7.95767,0.55566,-0.50192,2.79720
4.16,9.87025,0.51066,-0.17398,5.36083,9.11888,0.53453,-0.44209,3.41518,4.28280,0.64457,-0.72583,-2.12456,5.82652,0.61164,-0.68733,-0.19730,8.79784,0.53728,-0.35691,3.79854
4.20,10.13664,0.50929,0.06326,5.51155,9.56970,0.52273,-0.34548,4.16007,5.99045,0.61246,-0.76413,-0.37674,7.06969,0.58337,-0.66675,1.29300,9.24866,0.52630,-0.18255,4.35737
4.24,9.69265,0.51670,0.28050,5.16339,9.91806,0.50270,-0.15283,5.72156,6.93991,0.58283,-0.76184,1.51822,8.03964,0.55621,-0.58367,2.74651,9.37844,0.52273,-0.00248,4.63884
4.28,9.33063,0.53124,0.49544,4.21935,10.12981,0.50517,0.15873,6.21396,8.01232,0.54743,-0.64484,3.33578,8.88664,0.53481,-0.44056,4.00789,9.38527,0.52493,0.20085,4.50214
4.32,8.34019,0.55868,0.64408,2.60148,9.51506,0.51944,0.39540,5.37076,9.32380,0.52877,-0.46667,4.45807,9.62435,0.51999,-0.25935,5.04443,8.86615,0.53947,0.38340,3.68341
4.36,7.11751,0.58612,0.70182,0.92697,8.86615,0.53782,0.59396,4.05420,9.57653,0.50956,-0.25801,4.90072,9.80194,0.51148,-0.01753,5.48205,8.14210,0.55786,0.50650,2.50356
4.40,6.31832,0.61575,0.71401,-0.68759,7.98500,0.56718,0.75365,1.90106,10.12981,0.51121,-0.09718,5.61067,9.73364,0.51889,0.21742,4.94862,7.41122,0.58118,0.58615,1.18409
4.44,4.89755,0.64566,0.65151,-2.34767,6.59155,0.60478,0.75193,-0.35173,10.18446,0.49612,0.18008,6.29111,9.37161,0.53179,0.38664,4.06161,6.31149,0.60670,0.60482,-0.23542
4.48,3.79782,0.67036,0.51774,-3.74878,5.58745,0.62947,0.68143,-1.67067,9.32380,0.52328,0.49506,4.94730,8.53145,0.54990,0.53794,3.11201,5.35521,0.63139,0.56595,-1.61244
4.52,3.48362,0.68847,0.33709,-4.73041,4.43990,0.65774,0.61645,-2.85899,8.92079,0.54496,0.60654,2.81705,7.68445,0.57542,0.65608,1.67371,4.59018,0.65362,0.47334,-2.88149
4.56,2.67077,0.69835,0.12405,-5.22890,3.36066,0.68188,0.47143,-4.30259,7.82106,0.57322,0.66866,1.59299,6.61204,0.60588,0.68390,-0.05651,3.77050,0.67118,0.32566,-3.84935
4.60,2.52050,0.69862,-0.09680,-5.22665,2.97132,0.69835,0.25420,-5.27005,6.28417,0.59682,0.73040,0.43166,5.43717,0.63249,0.63931,-1.56467,3.39482,0.68051,0.14940,-4.35697
4.64,3.17624,0.69039,-0.30965,-4.73041,2.48634,0.70246,0.01982,-5.46074,5.63526,0.63304,0.74603,-1.54588,4.54919,0.65774,0.55585,-2.96592,3.28553,0.68326,-0.03430,-4.47501
4.68,3.46995,0.67283,-0.49087,-3.75011,2.50001,0.69917,-0.19875,-5.11364,4.28963,0.66295,0.60635,-3.49444,3.69537,0.67941,0.40245,-4.25773,3.36750,0.67804,-0.22200,-4.15874
4.72,4.37160,0.64950,-0.62140,-2.39888,3.19673,0.68600,-0.39731,-4.42923,3.12842,0.68271,0.42094,-4.41255,3.11476,0.69176,0.19818,-5.04178,3.91395,0.66460,-0.38245,-3.38567
4.76,5.62160,0.62124,-0.69172,-0.78419,3.70903,0.66652,-0.56424,-3.38448,3.04646,0.69560,0.24010,-4.87584,3.01913,0.69588,-0.02592,-5.11986,4.56968,0.64621,-0.50383,-2.28852
4.80,6.53690,0.59161,-0.68562,0.88847,4.76094,0.63935,-0.68276,-1.92342,2.43853,0.70301,0.03335,-5.19912,3.06695,0.68902,-0.23248,-4.58167,5.39619,0.62234,-0.56995,-1.01616
4.84,7.76642,0.56444,-0.61569,2.43527,6.07925,0.60944,-0.72678,-0.21027,2.52733,0.69917,-0.18941,-5.12528,3.51094,0.67585,-0.40055,-3.74243,6.44811,0.59902,-0.58253,0.26347
4.88,8.68172,0.54057,-0.48649,3.80410,6.98089,0.57898,-0.70067,1.53278,3.41531,0.68737,-0.39960,-4.46495,4.35111,0.65582,-0.53184,-2.78860,7.26095,0.57514,-0.56061,1.77402
4.92,9.29648,0.52356,-0.30051,4.80226,8.21041,0.55072,-0.59549,3.04465,3.77733,0.66487,-0.55318,-3.49444,5.18444,0.63277,-0.63341,-1.54813,8.11478,0.55045,-0.44247,3.24024
4.96,9.92489,0.51532,-0.08041,5.17994,9.17352,0.53014,-0.44514,4.19460,4.95903,0.64292,-0.68314,-2.26999,6.26368,0.60313,-0.67419,0.13537,8.85932,0.53782,-0.27116,3.97017
5.00,9.71997,0.51752,0.13396,4.96569,9.54238,0.51368,-0.25153,5.02286,6.25002,0.60917,-0.76603,-0.30714,7.39073,0.57542,-0.62064,1.80273,9.10522,0.52959,-0.10614,4.17131
5.04,9.41260,0.52685,0.32604,4.39522,10.02735,0.50874,-0.02401,5.29467,7.00139,0.57651,-0.71687,1.85924,8.22407,0.55237,-0.52041,3.20689,9.26232,0.52932,0.06174,4.21631
