T,M2 F1,M2 P1,M2 V1,M2 A1,M2 F2,M2 P2,M2 V2,M2 A2,M2 F3,M2 P3,M2 V3,M2 A3,M2 F4,M2 P4,M2 V4,M2 A4,M2 F5,M2 P5,M2 V5,M2 A5
68.60,4.27597,0.65993,-0.03182,0.04830,4.15302,0.66597,-0.00191,-0.68269,4.18034,0.66377,0.01220,-0.33016,4.16668,0.66076,0.01601,-0.14358,4.31012,0.66048,0.03259,0.13286
68.64,4.31695,0.65856,-0.03163,0.10282,4.13936,0.66268,-0.02782,-0.31111,4.14619,0.66405,-0.00800,-0.31243,4.14619,0.66130,0.00915,-0.18764,4.24865,0.66158,0.03621,0.01509
68.68,4.37843,0.65719,-0.02553,0.20842,4.13936,0.66213,-0.01810,-0.08072,4.13936,0.66268,-0.01810,-0.17124,4.13936,0.66158,-0.00019,-0.19095,4.19400,0.66350,0.03525,-0.15536
68.72,4.39892,0.65636,-0.01486,0.30926,4.15985,0.66213,-0.02268,-0.09700,4.15985,0.66213,-0.01772,-0.10507,4.16668,0.66130,-0.00877,-0.12346,4.15302,0.66460,0.02611,-0.37172
68.76,4.39892,0.65582,0.00076,0.36272,4.20766,0.66048,-0.02973,-0.06762,4.18717,0.66158,-0.02268,-0.11738,4.19400,0.66076,-0.01334,0.01138,4.12569,0.66597,0.00667,-0.57484
68.80,4.39209,0.65636,0.01772,0.31839,4.25548,0.65938,-0.03049,0.00979,4.22132,0.66048,-0.03030,-0.06709,4.24182,0.65966,-0.00534,0.08601,4.13253,0.66597,-0.03011,-0.52006
68.84,4.36477,0.65746,0.02877,0.20061,4.31012,0.65801,-0.02896,0.10653,4.27597,0.65883,-0.03106,0.05571,4.28280,0.66048,0.00000,0.01958,4.13936,0.66268,-0.04650,-0.19267
68.88,4.31012,0.65883,0.03449,0.05730,4.36477,0.65691,-0.02230,0.21451,4.31695,0.65774,-0.02496,0.18315,4.31695,0.66021,-0.00591,-0.00887,4.18034,0.66130,-0.04040,0.03904
68.92,4.24182,0.66048,0.03278,-0.07199,4.39892,0.65609,-0.01201,0.33255,4.35111,0.65691,-0.01753,0.34618,4.35794,0.65966,-0.00495,0.05306,4.24865,0.65966,-0.03563,0.09634
68.96,4.19400,0.66158,0.02706,-0.15694,4.40575,0.65582,0.00381,0.45919,4.39209,0.65609,-0.00095,0.55221,4.38526,0.65966,-0.00057,0.10282,4.31012,0.65856,-0.03182,0.11103
69.00,4.14619,0.66268,0.01925,-0.20220,4.39892,0.65636,0.02363,0.54798,4.39209,0.65609,0.03125,0.58940,4.37843,0.65966,0.00419,0.13259,4.35794,0.65719,-0.02973,0.18050
69.04,4.11203,0.66322,0.00953,-0.19836,4.35794,0.65691,0.05564,0.39858,4.37160,0.65829,0.06517,0.18539,4.35794,0.65993,0.01048,0.13815,4.39209,0.65582,-0.01887,0.28253
69.08,4.11203,0.66350,-0.00057,-0.10639,4.32378,0.66103,0.07775,-0.22589,4.35111,0.66322,0.05469,-0.39289,4.33061,0.66048,0.01658,0.10044,4.41941,0.65554,-0.00438,0.32156
69.12,4.13253,0.66268,0.00114,-0.03652,4.26231,0.66624,0.03106,-0.68534,4.29646,0.66405,0.01201,-0.47996,4.27597,0.66130,0.02096,-0.00516,4.41258,0.65554,0.00915,0.29867
69.16,4.17351,0.66350,0.00324,-0.13061,4.20766,0.66295,-0.00686,-0.46236,4.24865,0.66268,-0.00038,-0.16197,4.24182,0.66240,0.01791,-0.15311,4.38526,0.65636,0.02020,0.24269
69.20,4.22815,0.66322,-0.00267,-0.35584,4.16668,0.66405,-0.00877,-0.11552,4.20083,0.66322,0.00667,0.03176,4.18034,0.66295,0.00858,-0.28107,4.33744,0.65719,0.02935,0.15761
69.24,4.26914,0.66432,-0.03106,-0.42134,4.14619,0.66240,-0.00858,0.07450,4.15985,0.66350,0.01124,0.00781,4.17351,0.66350,-0.00953,-0.28305,4.28963,0.65883,0.03449,0.03017
69.28,4.33744,0.66048,-0.05278,-0.08601,4.13253,0.66268,0.00724,-0.00040,4.13936,0.66432,0.01029,-0.12439,4.15302,0.66185,-0.02020,-0.14133,4.23498,0.66021,0.03220,-0.10414
69.32,4.38526,0.65883,-0.04249,0.37569,4.13936,0.66405,-0.00172,-0.25315,4.14619,0.66460,0.00095,-0.25407,4.15302,0.66130,-0.01772,-0.05770,4.18034,0.66158,0.02477,-0.19214
69.36,4.39892,0.65664,-0.01734,0.68693,4.17351,0.66295,-0.02115,-0.32963,4.15985,0.66460,-0.01334,-0.29232,4.18034,0.66076,-0.02077,-0.06272,4.15302,0.66240,0.01315,-0.18844
69.40,4.39892,0.65664,0.02630,0.62539,4.20766,0.66185,-0.03201,-0.27816,4.18717,0.66350,-0.02687,-0.21120,4.20083,0.65966,-0.02382,-0.05081,4.11203,0.66240,0.00629,-0.11327
69.44,4.38526,0.65966,0.04726,0.19254,4.27597,0.66076,-0.04745,-0.08879,4.22815,0.66213,-0.03220,-0.06921,4.24865,0.65883,-0.02649,0.00212,4.13253,0.66240,0.00877,-0.12386
69.48,4.36477,0.66158,0.03887,-0.19281,4.32378,0.65746,-0.04650,0.27062,4.28963,0.66076,-0.03182,0.06114,4.30329,0.65746,-0.02611,0.11261,4.15985,0.66377,-0.00019,-0.21265
69.52,4.30329,0.66295,0.02230,-0.33744,4.35794,0.65609,-0.02230,0.54613,4.33744,0.65938,-0.02573,0.14159,4.33061,0.65636,-0.01677,0.20432,4.20766,0.66268,-0.01658,-0.15443
69.56,4.24182,0.66350,0.00267,-0.23647,4.39209,0.65582,0.00419,0.60316,4.37843,0.65856,-0.01696,0.13776,4.36477,0.65609,-0.00610,0.21305,4.24865,0.66103,-0.00610,-0.21398
69.60,4.17351,0.66240,0.00057,-0.05624,4.39892,0.65609,0.03354,0.41658,4.38526,0.65829,-0.01334,0.11208,4.37843,0.65609,0.00076,0.20035,4.31012,0.66377,-0.02782,-0.35279
69.64,4.14619,0.66322,0.00629,-0.05399,4.38526,0.65856,0.05526,-0.13776,4.40575,0.65774,-0.01334,0.19863,4.37843,0.65609,0.00858,0.20379,4.36477,0.65911,-0.05317,-0.07000
69.68,4.11886,0.66350,0.00000,-0.15258,4.35111,0.66350,0.01334,-0.45945,4.37160,0.65664,-0.00076,0.34287,4.35794,0.65664,0.01848,0.17441,4.41258,0.65774,-0.03925,0.35822
69.72,4.13253,0.66322,-0.00781,-0.22483,4.31012,0.65883,-0.01315,-0.08628,4.33061,0.65719,0.02210,0.30409,4.32378,0.65774,0.02458,0.10216,4.41941,0.65582,-0.01658,0.61573
69.76,4.14619,0.66295,-0.01887,-0.26016,4.24865,0.65993,0.01315,0.18209,4.28963,0.65911,0.02992,0.10864,4.28280,0.65883,0.02515,0.06246,4.40575,0.65609,0.01696,0.64723
69.80,4.19400,0.66185,-0.03182,-0.19995,4.21449,0.66103,0.01944,0.06669,4.24182,0.65993,0.02801,-0.04539,4.22815,0.65966,0.02782,0.05293,4.37160,0.65719,0.04611,0.36748
69.84,4.25548,0.66021,-0.03906,-0.03546,4.15985,0.66185,0.01848,-0.10719,4.20083,0.66130,0.02439,-0.15019,4.18717,0.66103,0.03011,0.01019,4.32378,0.66048,0.05507,-0.10983
69.88,4.29646,0.65829,-0.03506,0.14331,4.14619,0.66268,0.00877,-0.25235,4.16668,0.66213,0.01448,-0.19730,4.15985,0.66185,0.03449,-0.16052,4.26914,0.66295,0.03163,-0.43550
69.92,4.35794,0.65719,-0.02439,0.24666,4.13936,0.66268,-0.00438,-0.30608,4.14619,0.66240,0.00648,-0.18315,4.14619,0.66460,0.02039,-0.38495,4.22132,0.66322,0.00229,-0.34128
69.96,4.39892,0.65636,-0.01315,0.28649,4.15985,0.66240,-0.01887,-0.26228,4.14619,0.66268,-0.00210,-0.12439,4.15985,0.66405,-0.00648,-0.37661,4.18717,0.66185,-0.00038,-0.11103
70.00,4.41258,0.65609,-0.00057,0.29073,4.18717,0.66103,-0.02954,-0.09859,4.16668,0.66185,-0.00267,-0.07318,4.18034,0.66322,-0.01563,-0.21755,4.15985,0.66295,0.00438,-0.09978
70.04,4.40575,0.65636,0.01067,0.27366,4.24182,0.65966,-0.02858,0.11367,4.20766,0.66268,-0.00534,-0.08972,4.22132,0.66268,-0.02058,-0.10361,4.13253,0.66295,-0.00515,-0.18063
70.08,4.37160,0.65691,0.02191,0.24574,4.30329,0.65856,-0.02077,0.29840,4.24182,0.66158,-0.01296,-0.05849,4.26914,0.66158,-0.02287,-0.01165,4.13936,0.66240,-0.01334,-0.21067
70.12,4.32378,0.65829,0.03030,0.21186,4.34427,0.65719,0.00343,0.26704,4.30329,0.66076,-0.00343,-0.14212,4.30329,0.66076,-0.02210,0.07874,4.18034,0.66185,-0.02230,-0.21517
70.16,4.26231,0.65938,0.03697,0.19413,4.37843,0.65938,0.01353,-0.04618,4.35111,0.66295,-0.02611,-0.16674,4.34427,0.65966,-0.01677,0.15231,4.23498,0.66076,-0.03259,-0.15099
70.20,4.21449,0.66076,0.05145,0.04248,4.39892,0.65966,-0.00648,-0.20829,4.38526,0.65801,-0.03316,0.14186,4.37843,0.65911,-0.00610,0.13114,4.28280,0.65911,-0.03849,0.01138
70.24,4.16668,0.66432,0.04669,-0.24772,4.39209,0.65856,-0.02001,0.01085,4.39209,0.65856,-0.00553,0.27167,4.37160,0.65938,-0.00057,0.00066,4.33744,0.65719,-0.03220,0.18870
70.28,4.12569,0.66515,0.02553,-0.40758,4.35794,0.65691,-0.00819,0.30555,4.38526,0.65883,-0.00019,0.18288,4.37160,0.65993,-0.01220,0.00715,4.38526,0.65636,-0.02020,0.28835
70.32,4.11203,0.66597,0.00991,-0.45058,4.33744,0.65746,0.01601,0.34300,4.35794,0.65911,-0.00362,0.31283,4.34427,0.65774,-0.00953,0.21120,4.40575,0.65554,-0.00667,0.31839
70.36,4.12569,0.66624,-0.01201,-0.41710,4.28280,0.65883,0.02706,0.16832,4.31695,0.65691,0.02363,0.43272,4.30329,0.65829,0.01201,0.25778,4.40575,0.65582,0.00705,0.30343
70.40,4.15985,0.66487,-0.02858,-0.25103,4.22815,0.65993,0.02877,-0.02369,4.26231,0.66103,0.04974,0.15390,4.26231,0.65938,0.01982,0.10163,4.38526,0.65636,0.01620,0.30899
70.44,4.20766,0.66350,-0.03373,-0.04393,4.18034,0.66130,0.02382,-0.18103,4.22815,0.66268,0.03716,-0.17256,4.21449,0.66021,0.01906,-0.05770,4.35794,0.65691,0.02954,0.33374
70.48,4.26231,0.66185,-0.02973,0.11063,4.13936,0.66213,0.01143,-0.25315,4.18717,0.66377,0.02534,-0.28094,4.18717,0.66103,0.01277,-0.16449,4.31012,0.65829,0.04974,0.19082
70.52,4.31695,0.66103,-0.02153,0.17309,4.12569,0.66213,0.00057,-0.23780,4.14619,0.66460,0.01277,-0.31084,4.15985,0.66130,0.00381,-0.20564,4.24182,0.66158,0.05317,-0.13524
70.56,4.37160,0.66021,-0.01448,0.17454,4.13936,0.66213,-0.00915,-0.16462,4.13936,0.66487,0.00000,-0.29933,4.15302,0.66130,-0.00457,-0.21054,4.19400,0.66350,0.03373,-0.34723
70.60,4.40575,0.65966,-0.00476,0.10864,4.16668,0.66130,-0.01448,-0.04526,4.13936,0.66460,-0.01220,-0.26585,4.17351,0.66103,-0.01448,-0.17573,4.16668,0.66405,0.01658,-0.34763
70.64,4.41258,0.66021,-0.00343,0.01204,4.19400,0.66076,-0.01353,0.05955,4.18034,0.66377,-0.02172,-0.22642,4.18717,0.65993,-0.01963,-0.11261,4.13936,0.66460,0.00438,-0.28557
70.68,4.39892,0.65993,-0.01220,0.10097,4.26231,0.65966,-0.00286,-0.00066,4.22132,0.66268,-0.02801,-0.22258,4.24865,0.65938,-0.02230,-0.06577,4.13253,0.66432,-0.00515,-0.23793
70.72,4.35794,0.65829,-0.00076,0.29840,4.29646,0.66103,-0.00400,-0.24256,4.27597,0.66185,-0.03964,-0.19122,4.28280,0.65829,-0.02649,0.01786,4.15302,0.66405,-0.01181,-0.24455
70.76,4.31695,0.65938,0.02153,0.27551,4.35111,0.66076,-0.03373,-0.21755,4.31695,0.65966,-0.05202,0.03732,4.31695,0.65691,-0.02230,0.13074,4.19400,0.66377,-0.02592,-0.21186
70.80,4.25548,0.66076,0.02801,0.08204,4.38526,0.65719,-0.03811,0.17534,4.35111,0.65664,-0.03983,0.33228,4.35111,0.65636,-0.01410,0.20220,4.24182,0.66185,-0.03563,-0.02726
70.84,4.20766,0.66185,0.02706,-0.11195,4.39209,0.65636,-0.01220,0.41988,4.37843,0.65609,-0.01715,0.43590,4.37160,0.65582,-0.00534,0.25090,4.29646,0.66021,-0.02858,0.16303
70.88,4.15985,0.66322,0.01658,-0.24362,4.39892,0.65664,0.00819,0.37251,4.39892,0.65554,0.00114,0.37542,4.37843,0.65582,0.00629,0.28623,4.35111,0.65938,-0.01601,0.19505
70.92,4.12569,0.66322,0.00419,-0.27895,4.36477,0.65746,0.01925,0.23978,4.38526,0.65636,0.01429,0.25249,4.35794,0.65636,0.01791,0.30118,4.38526,0.65911,-0.00781,0.09978
70.96,4.12569,0.66350,-0.00705,-0.26823,4.31695,0.65829,0.02496,0.13432,4.35794,0.65691,0.02039,0.14345,4.33061,0.65719,0.03068,0.27895,4.40575,0.65911,-0.00800,0.01204
71.00,4.14619,0.66268,-0.01829,-0.22311,4.26914,0.65938,0.03049,0.02369,4.31695,0.65801,0.02496,0.06034,4.29646,0.65856,0.04631,0.10401,4.41941,0.65883,-0.01486,0.10798
71.04,4.17351,0.66185,-0.02496,-0.16687,4.22132,0.66103,0.02820,-0.10586,4.25548,0.65911,0.02420,0.01217,4.25548,0.66158,0.04516,-0.21067,4.39209,0.65719,-0.00515,0.32434
71.08,4.22132,0.66076,-0.03220,-0.08866,4.18034,0.66185,0.02001,-0.17719,4.20766,0.65993,0.02420,0.00397,4.22132,0.66295,0.02420,-0.40599,4.35111,0.65774,0.01963,0.34631
71.12,4.26914,0.65911,-0.03430,0.04526,4.15302,0.66268,0.01086,-0.16634,4.16668,0.66103,0.02401,-0.00820,4.18717,0.66322,0.00686,-0.43709,4.30329,0.65938,0.03144,0.15205
71.16,4.33061,0.65774,-0.02916,0.20061,4.15302,0.66268,0.00343,-0.08946,4.14619,0.66158,0.02782,-0.12002,4.16668,0.66377,-0.01505,-0.33519,4.24182,0.66076,0.03049,-0.04446
71.20,4.36477,0.65664,-0.01810,0.34882,4.15302,0.66240,0.00705,-0.09713,4.13936,0.66377,0.01925,-0.33109,4.15985,0.66158,-0.02515,-0.11499,4.19400,0.66185,0.02534,-0.18725
71.24,4.38526,0.65609,-0.00114,0.46541,4.16668,0.66350,0.00362,-0.27154,4.15302,0.66377,-0.00457,-0.40334,4.19400,0.66103,-0.01887,-0.01681,4.15985,0.66295,0.01486,-0.29285
71.28,4.39209,0.65609,0.02496,0.42901,4.22132,0.66350,-0.01715,-0.37701,4.18717,0.66295,-0.01944,-0.30939,4.22815,0.66048,-0.02020,-0.05862,4.15302,0.66322,0.00000,-0.33599
71.32,4.37843,0.65856,0.04021,0.22192,4.26914,0.66213,-0.03754,-0.23131,4.24182,0.66213,-0.03068,-0.15562,4.25548,0.65966,-0.02592,-0.05955,4.13936,0.66295,-0.01505,-0.29549
71.36,4.34427,0.65993,0.04021,0.05161,4.31012,0.65966,-0.03945,0.02025,4.28963,0.66021,-0.03316,0.03639,4.29646,0.65829,-0.02935,0.03494,4.16668,0.66185,-0.02553,-0.19955
71.40,4.28963,0.66158,0.04154,-0.05664,4.35794,0.65856,-0.02954,0.15271,4.33061,0.65911,-0.02553,0.17587,4.33744,0.65691,-0.02344,0.14900,4.21449,0.66076,-0.03144,-0.08787
71.44,4.23498,0.66350,0.03621,-0.16105,4.38526,0.65774,-0.02592,0.24216,4.37160,0.65829,-0.01848,0.28570,4.35794,0.65636,-0.01486,0.21093,4.26914,0.65911,-0.03144,0.00820
71.48,4.18717,0.66460,0.02744,-0.23092,4.38526,0.65609,-0.01296,0.36378,4.37843,0.65719,-0.00133,0.34591,4.37843,0.65582,-0.00686,0.26426,4.30329,0.65829,-0.03068,0.11473
71.52,4.15985,0.66569,0.01772,-0.29629,4.37160,0.65636,0.00724,0.37952,4.37843,0.65829,0.01372,0.28994,4.37160,0.65554,0.00686,0.28570,4.36477,0.65664,-0.02649,0.30648
71.56,4.12569,0.66624,0.00267,-0.33784,4.34427,0.65691,0.02191,0.28570,4.37160,0.65856,0.02230,0.20313,4.34427,0.65636,0.02001,0.20789,4.37843,0.65554,-0.00724,0.49253
71.60,4.13253,0.66569,-0.00934,-0.36695,4.29646,0.65829,0.03163,0.15562,4.33744,0.65993,0.03163,0.06947,4.31012,0.65746,0.02534,0.07993,4.40575,0.65554,0.02249,0.44926
71.64,4.14619,0.66569,-0.02553,-0.38958,4.24182,0.65993,0.03049,0.10838,4.28280,0.66158,0.02896,-0.08681,4.28280,0.65856,0.02553,-0.03374,4.39209,0.65801,0.03716,0.21477
71.68,4.19400,0.66405,-0.04783,-0.23462,4.19400,0.66048,0.03563,0.11949,4.24182,0.66240,0.02191,-0.18778,4.23498,0.65966,0.02096,-0.10626,4.37160,0.65938,0.03354,0.08562
71.72,4.25548,0.66103,-0.05050,0.06021,4.16668,0.66213,0.04878,-0.09038,4.20083,0.66322,0.01410,-0.27922,4.20766,0.66021,0.01620,-0.15271,4.31695,0.66021,0.03659,0.09567
71.76,4.30329,0.65938,-0.03735,0.23594,4.13253,0.66487,0.04669,-0.65239,4.16668,0.66377,0.00076,-0.36351,4.18034,0.66103,0.00915,-0.20101,4.27597,0.66158,0.05183,-0.09462
71.80,4.35794,0.65829,-0.02649,0.27935,4.13253,0.66871,-0.01582,-0.90315,4.16668,0.66377,-0.02172,-0.28742,4.18034,0.66103,-0.00038,-0.22946,4.23498,0.66597,0.03316,-0.34565
71.84,4.39209,0.65719,-0.01410,0.27459,4.15985,0.66268,-0.05907,-0.40043,4.15985,0.66130,-0.02801,-0.08178,4.18034,0.66103,-0.01048,-0.21927,4.18034,0.66460,0.00762,-0.25857
71.88,4.41258,0.65719,-0.00305,0.23092,4.19400,0.66130,-0.04345,0.06312,4.16668,0.66103,-0.02230,0.00013,4.19400,0.66021,-0.02039,-0.14503,4.15302,0.66515,0.00953,-0.11976
71.92,4.40575,0.65719,0.00286,0.21927,4.24865,0.65993,-0.03640,0.15589,4.20083,0.65993,-0.02382,-0.01601,4.23498,0.65911,-0.02306,-0.04023,4.14619,0.66515,0.01486,-0.31958
71.96,4.37843,0.65719,0.01334,0.22946,4.28963,0.65856,-0.02992,0.16687,4.24865,0.65911,-0.02477,-0.01932,4.26914,0.65829,-0.02287,0.05677,4.15302,0.66789,-0.01220,-0.59099
72.00,4.33061,0.65829,0.02306,0.19161,4.34427,0.65746,-0.02420,0.17613,4.29646,0.65801,-0.02763,0.03202,4.31695,0.65719,-0.01906,0.17018,4.18717,0.66460,-0.04974,-0.47189
72.04,4.27597,0.65911,0.03030,0.10229,4.37843,0.65664,-0.01772,0.23396,4.33744,0.65664,-0.02363,0.12704,4.35111,0.65664,-0.01029,0.29258,4.23498,0.66268,-0.05945,-0.10533
72.08,4.23498,0.66076,0.03449,-0.06643,4.39892,0.65582,-0.00572,0.29443,4.37160,0.65609,-0.01753,0.22351,4.37160,0.65609,0.00495,0.37238,4.28280,0.65938,-0.05507,0.21755
72.12,4.17351,0.66240,0.02534,-0.23872,4.39892,0.65609,0.00838,0.29695,4.37843,0.65499,-0.00534,0.30462,4.37843,0.65664,0.02744,0.26215,4.34427,0.65774,-0.03487,0.36179
72.16,4.13936,0.66295,0.01124,-0.31084,4.37160,0.65664,0.01925,0.27194,4.38526,0.65554,0.00991,0.31508,4.37843,0.65911,0.03125,0.03163,4.37843,0.65691,-0.02077,0.35120
72.20,4.12569,0.66322,-0.00229,-0.30476,4.33061,0.65774,0.02877,0.25923,4.34427,0.65609,0.01982,0.31045,4.33744,0.65966,0.02287,-0.05068,4.41258,0.65609,-0.00705,0.32183
72.24,4.13253,0.66268,-0.01372,-0.26122,4.28963,0.65883,0.03925,0.23118,4.31695,0.65691,0.03373,0.29549,4.31695,0.66048,0.02230,-0.01958,4.41258,0.65636,0.00534,0.27498
72.28,4.15302,0.66213,-0.02401,-0.17626,4.22815,0.66048,0.05545,0.01032,4.27597,0.65856,0.04993,0.12082,4.26231,0.66130,0.02439,-0.04036,4.39892,0.65664,0.01467,0.23092
72.32,4.20083,0.66076,-0.03163,-0.00146,4.18717,0.66432,0.04631,-0.34274,4.20766,0.66158,0.04935,-0.18553,4.22815,0.66268,0.02172,-0.12399,4.37160,0.65746,0.02477,0.15946
72.36,4.25548,0.65911,-0.02668,0.21358,4.15985,0.66487,0.02001,-0.50682,4.18034,0.66322,0.03087,-0.39342,4.20766,0.66322,0.01410,-0.21768,4.31012,0.65883,0.02896,0.05134
72.40,4.31012,0.65801,-0.00819,0.27763,4.14619,0.66569,-0.00305,-0.44939,4.15985,0.66405,0.01010,-0.40467,4.17351,0.66377,0.00457,-0.31362,4.26231,0.65993,0.02877,-0.05611
72.44,4.35794,0.65883,0.00305,0.16872,4.13253,0.66432,-0.01887,-0.29536,4.15302,0.66377,-0.00495,-0.30264,4.15985,0.66377,-0.00991,-0.40123,4.20083,0.66130,0.02363,-0.14596
72.48,4.39209,0.65883,0.00172,0.12360,4.15985,0.66377,-0.02344,-0.20432,4.16668,0.66350,-0.01486,-0.16078,4.18034,0.66350,-0.03392,-0.32593,4.17351,0.66185,0.01639,-0.21332
72.52,4.39892,0.65856,0.00819,0.18103,4.19400,0.66268,-0.03259,-0.17269,4.18034,0.66240,-0.01772,-0.03427,4.20766,0.66048,-0.04421,-0.06392,4.14619,0.66268,0.00705,-0.27564
72.56,4.39892,0.65938,0.01753,0.21014,4.23498,0.66103,-0.03773,-0.12029,4.22132,0.66185,-0.01601,0.03242,4.24865,0.65911,-0.03468,0.11433,4.12569,0.66268,-0.00819,-0.25963
72.60,4.35794,0.65993,0.02782,0.15443,4.29646,0.65993,-0.04669,0.03613,4.26914,0.66076,-0.00743,-0.05875,4.30329,0.65801,-0.02877,0.15086,4.14619,0.66185,-0.01810,-0.13154
72.64,4.31695,0.66158,0.03582,-0.04552,4.34427,0.65664,-0.03964,0.29549,4.31695,0.66240,-0.02153,-0.12201,4.33061,0.65691,-0.02401,0.19281,4.19400,0.66103,-0.02172,0.05333
72.68,4.26231,0.66350,0.02668,-0.28530,4.37160,0.65609,-0.01658,0.41261,4.35111,0.65883,-0.03087,0.10507,4.35111,0.65582,-0.01391,0.23568,4.24182,0.65938,-0.00953,0.13246
72.72,4.20766,0.66432,0.00400,-0.31442,4.37843,0.65582,-0.00229,0.42160,4.37843,0.65856,-0.01029,0.27313,4.37843,0.65582,-0.00362,0.24375,4.29646,0.66048,-0.00152,0.00013
72.76,4.17351,0.66322,-0.00648,-0.15655,4.38526,0.65582,0.01563,0.41591,4.38526,0.65856,0.00038,0.22430,4.37160,0.65554,0.00648,0.22404,4.33744,0.66021,-0.01334,-0.05836
72.80,4.15302,0.66322,-0.00400,-0.08191,4.36477,0.65691,0.03335,0.31746,4.37843,0.65856,0.01067,0.08721,4.35111,0.65636,0.01544,0.16938,4.37843,0.65883,-0.01353,0.04142
72.84,4.13253,0.66322,-0.00705,-0.13881,4.31695,0.65829,0.05164,-0.00357,4.33744,0.65993,0.00800,-0.05836,4.34427,0.65691,0.02039,0.10150,4.39892,0.65883,-0.00819,0.13167
72.88,4.15302,0.66295,-0.01639,-0.17931,4.28280,0.66268,0.03392,-0.32818,4.30329,0.65966,-0.00381,0.01588,4.30329,0.65801,0.02420,0.01826,4.39892,0.65829,-0.00172,0.21120
72.92,4.19400,0.66185,-0.02496,-0.14040,4.22815,0.66130,0.00781,-0.26651,4.24865,0.65856,0.00667,0.14675,4.24865,0.65911,0.02134,-0.05306,4.38526,0.65883,0.00438,0.34763
72.96,4.23498,0.66076,-0.02896,-0.05849,4.18034,0.66185,0.01086,-0.13842,4.21449,0.66021,0.01715,0.07728,4.20766,0.65966,0.01906,-0.10097,4.35111,0.65774,0.02858,0.38018
73.00,4.27597,0.65938,-0.02858,0.01429,4.14619,0.66268,0.00495,-0.16515,4.17351,0.66048,0.01582,-0.07450,4.17351,0.66076,0.01334,-0.14173,4.28963,0.66103,0.05126,0.03983
73.04,4.33061,0.65856,-0.02839,0.10242,4.14619,0.66240,-0.00286,-0.19730,4.15985,0.66158,0.00991,-0.20816,4.15985,0.66076,0.00648,-0.13564,4.24182,0.66350,0.03602,-0.38389
73.08,4.37843,0.65691,-0.02268,0.23303,4.15985,0.66240,-0.01162,-0.21689,4.15302,0.66158,-0.00419,-0.25182,4.16668,0.66130,0.00019,-0.06140,4.21449,0.66460,0.00419,-0.44225
73.12,4.39209,0.65636,-0.00781,0.31164,4.18717,0.66158,-0.02210,-0.17640,4.16668,0.66103,-0.01334,-0.20749,4.18717,0.66076,-0.00324,0.10375,4.15985,0.66295,-0.01067,-0.22483
73.16,4.39892,0.65636,0.00591,0.29774,4.23498,0.66048,-0.02820,-0.06908,4.18717,0.66048,-0.02153,-0.12995,4.21449,0.66021,0.01124,0.17521,4.13253,0.66295,-0.00705,-0.11883
73.20,4.38526,0.65691,0.01791,0.22496,4.27597,0.65911,-0.02877,0.08085,4.24182,0.65911,-0.02420,-0.02408,4.26231,0.66158,0.02439,-0.04618,4.15302,0.66295,-0.01315,-0.16568
73.24,4.33744,0.65801,0.02401,0.13656,4.32378,0.65801,-0.02210,0.23634,4.28963,0.65856,-0.02458,0.10758,4.30329,0.66350,0.00953,-0.29219,4.18034,0.66213,-0.02382,-0.15390
73.28,4.29646,0.65883,0.02877,0.04645,4.35794,0.65719,-0.01086,0.38098,4.33061,0.65691,-0.01829,0.27670,4.34427,0.66295,-0.01791,-0.13590,4.21449,0.66076,-0.02877,-0.06961
73.32,4.24865,0.66048,0.02858,-0.05915,4.37843,0.65636,0.01620,0.33599,4.36477,0.65636,0.00343,0.30264,4.38526,0.66021,-0.00686,0.14596,4.26231,0.65966,-0.02916,0.02117
73.36,4.18717,0.66130,0.02306,-0.13035,4.38526,0.65938,0.02382,0.11023,4.36477,0.65774,0.01353,0.15880,4.37843,0.66213,0.01105,0.07410,4.31695,0.65829,-0.02534,0.07887
73.40,4.13936,0.66240,0.01620,-0.14953,4.37843,0.65883,0.01791,0.02514,4.37843,0.65801,0.01162,0.10031,4.38526,0.66240,0.00305,-0.09740,4.36477,0.65774,-0.02268,0.13074
73.44,4.12569,0.66268,0.00762,-0.09832,4.35111,0.66021,0.02287,0.01363,4.35794,0.65829,0.01658,0.14239,4.37160,0.66240,-0.00667,-0.08191,4.39209,0.65636,-0.01696,0.22404
73.48,4.13936,0.66240,0.01124,-0.11063,4.30329,0.66103,0.02001,-0.00304,4.32378,0.65911,0.02573,0.13021,4.33744,0.66130,-0.00667,0.01350,4.40575,0.65609,-0.00400,0.29496
73.52,4.15985,0.66405,0.00438,-0.23621,4.24865,0.66158,0.02249,-0.02276,4.28963,0.66048,0.03182,0.01072,4.28963,0.66158,0.00076,-0.00344,4.40575,0.65609,0.00858,0.30833
73.56,4.19400,0.66322,-0.01239,-0.25421,4.20083,0.66295,0.02096,-0.11208,4.24182,0.66213,0.02668,-0.11976,4.24865,0.66213,-0.00648,-0.03838,4.37843,0.65664,0.02363,0.23872
73.60,4.24865,0.66268,-0.02134,-0.14292,4.15985,0.66350,0.01372,-0.21451,4.20083,0.66268,0.01867,-0.17296,4.20083,0.66076,-0.00781,0.02660,4.33061,0.65829,0.03068,0.09395
73.64,4.29646,0.66130,-0.02439,-0.00106,4.14619,0.66405,0.00400,-0.31772,4.16668,0.66350,0.01220,-0.20048,4.18034,0.66103,-0.00019,0.00304,4.26914,0.65938,0.02973,-0.01363
